APN,Registered Date,Property Type,Property Location,Zip Code,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Contact Phone
2661006014,01/22/2014,Single Family,"10520 N AQUEDUCT AVE
Los Angeles, CA 91344
(34.26154943100005, -118.47411578599997)",,12,"Ocwen Loan Servicing, LLC x2",Property Registration Dept.,877-339-8202,Mid Ohio,Craig Chisolm,1004   Ashfield AVE  Pomona CA 91767 ,909-256-8000
2661016032,08/20/2014,Single Family,"15754 W DEVONSHIRE ST
Los Angeles, CA 91344
(34.25731364300003, -118.47543975699995)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2661017001,01/15/2014,Single Family,"15754 W TUBA ST
Los Angeles, CA 91343
(34.256343421000054, -118.47577968099995)",,12,Caliber Home Loans,Arthur Ferrari,866-248-2679,Bron Inc,Eric Moore,41707   Winchester RD 201 Temecula CA 92590 ,951-970-3899
2661018004,07/17/2014,Single Family,"15719 W ROMAR ST
Los Angeles, CA 91343
(34.25458849600005, -118.47461933299996)",,12,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,445  W 34 ST  San Bernardino CA 92405 ,909-289-1453
2661018011,07/28/2014,Single Family,"15758 W LEMARSH ST
Los Angeles, CA 91343
(34.25547344900008, -118.47592025899996)",,12,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
2661021016,07/29/2014,Single Family,"15738 W ROMAR ST
Los Angeles, CA 91343
(34.25453318700005, -118.47526000099998)",,12,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
2661025006,07/15/2014,Single Family,"15739 W VINTAGE ST
Los Angeles, CA 91343
(34.25190828900003, -118.47528880799996)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2661029011,02/25/2014,Single Family,"15745 W LASSEN ST
Los Angeles, CA 91343
(34.25011764300007, -118.47561836099999)",,12,Caliber Home Loans,Arthur Ferrari,866-248-2679,Bron Inc,Eric Moore,41707   Winchester RD 201 Temecula CA 92590 ,951-970-3899
2662001011,07/17/2014,Single Family,"15545 W HARVEST ST
Los Angeles, CA 91344
(34.278227558000026, -118.47119935999996)",,12,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405 ,877-339-8202
2662006004,10/27/2014,Single Family,"15708 W SIMONDS ST
Los Angeles, CA 91344
(34.27632283600008, -118.47401899399995)",,12,U.S. Bank National Association C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
2662007023,12/04/2014,Single Family,"15646 W KALISHER ST
Los Angeles, CA 91344
(34.27718359000005, -118.47301074699999)",,12,CALIFORNIA CREDIT UNION,DANNY P,818-291-5527,NULL,NULL,         ,NULL
2662012002,08/04/2014,Single Family,"11042 N HASKELL AVE
Los Angeles, CA 91344
(34.27124012100006, -118.47593639099995)",,12,DOWNEY SAVINGS & LOAN,MELANIE MANALANSAN,949-798-6053,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780 ,626-453-0397
2662013003,11/25/2014,Single Family,"15718 W SAN FERNANDO MISSION BLVD
Los Angeles, CA 91344
(34.271812805000025, -118.47441883599998)",,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2662020008,03/13/2014,Single Family,"10847 N DANUBE AVE
Los Angeles, CA 91344
(34.267825910000056, -118.47499267199998)",,12,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,Martinez Building and Development,Boler Markeese,7522   Finevale DR  DOWNEY CA 90240 ,623-444-0552
2662022006,04/17/2014,Single Family,"10828 N AQUEDUCT AVE
Los Angeles, CA 91344
(34.26726705300007, -118.47394639999999)",,12,U.S. Bank National Association,Richard Selig,949-823-5787,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780 ,626-453-0397
2662024005,07/28/2014,Single Family,"15733 W CHATSWORTH ST
Los Angeles, CA 91344
(34.26460758700006, -118.47500880399997)",,12,Capital One,Levitia Costner,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,445  W 34 ST  San Bernardino CA 92405 ,909-289-1453
2664002024,08/20/2014,Single Family,"11285 N VENA AVE
Los Angeles, CA 91345
(34.27564183700008, -118.45686266999996)",,7,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2664008015,02/19/2014,Single Family,"11340 N BLUCHER AVE
Los Angeles, CA 91344
(34.276466871000025, -118.47140100999997)",,12,Federal National Mortgage Association,Jeffrey Belden,949-930-0823,Asset Management Specialists Inc,Andrea Cammarota,311   Sinclair RD  Bristol PA 19007 ,886-699-1734
2664010030,09/03/2014,Single Family,"11172 N ORION AVE
Los Angeles, CA 91345
(34.273135624000076, -118.46995143899994)",,7,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405 ,877-339-8202
2664011032,01/13/2014,Single Family,"14759 W HAGAR ST
Los Angeles, CA 91345
(34.274724621000075, -118.45419628999997)",,7,PHH Mortgage,Lawrence Riggs,856-917-2828,"US Best Repair Service, Inc","US Best Repair Service, Inc",2501   Alton PKWY  Irvine CA 92606 ,714-559-7835
2664011051,10/27/2014,Single Family,"14770 W HAGAR ST
Los Angeles, CA 91345
(34.27450684000007, -118.45440254799996)",,7,"Wells Fargo Bank, N.A C/O Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
2664018012,08/11/2014,Single Family,"11001 N MARKLEIN AVE
Los Angeles, CA 91345
(34.27032636100006, -118.47070272699995)",,7,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,445  W 34 ST  San Bernardino CA 92405 ,909-289-1453
2664025022,07/09/2014,Single Family,"14900 W INDEX ST
Los Angeles, CA 91345
(34.27733684400005, -118.45730284199999)",,7,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2664026043,01/21/2014,Single Family,"11455 N LEV AVE
Los Angeles, CA 91345
(34.27775627400007, -118.46090602699996)",,7,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Field Asset Services c/o EZ Maintenance,Leo Aceves,2551   Hyler AVE  Los Angeles CA 90041 ,800-468-1743
2666001015,12/10/2014,Single Family,"16121 W HARVEST ST
Los Angeles, CA 91344
(34.27824829900004, -118.48317963399995)",,12,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677 ,949-612-0342
2666007022,11/25/2014,Single Family,"11412 N GAYNOR AVE
Los Angeles, CA 91344
(34.27779084300005, -118.48033580299995)",,12,Bank of America,Chad McLean,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2666021002,09/05/2014,Single Family,"11249 N GAVIOTA AVE
Los Angeles, CA 91344
(34.27518092500003, -118.48262308199998)",,12,SolutionStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2666021027,04/09/2014,Single Family,"11238 N COLLETT AVE
Los Angeles, CA 91344
(34.274850220000076, -118.48357601899994)",,12,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Field Asset Services c/o EZ Maintenance,Leo Aceves,2551   Hyler AVE  Los Angeles CA 90041 ,800-468-1743
2666025005,10/27/2014,Single Family,"11232 N GLORIA AVE
Los Angeles, CA 91344
(34.27464972300004, -118.47976657599997)",,12,Bank of New York Mellon C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
2666030007,08/12/2014,Single Family,"15843 W SAN FERNANDO MISSION BLVD
Los Angeles, CA 91344
(34.271898074000035, -118.47757954499997)",,12,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405 ,877-339-8202
2667009030,06/09/2014,Single Family,"10901 N GLORIA AVE
Los Angeles, CA 91344
(34.26844122800003, -118.47925265799995)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2667010004,08/20/2014,Single Family,"15918 W SAN FERNANDO MISSION BLVD
Los Angeles, CA 91344
(34.27185313500007, -118.47890927799995)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2667011020,01/17/2014,Single Family,"10936 N GLORIA AVE
Los Angeles, CA 91344
(34.26934000800003, -118.47916623699996)",,12,ONE WEST BANK,LEAH COLLINS,800-468-1743,Field Asset Services c/o EZ Maintenance,Leo Aceves,2551   Hyler AVE  Los Angeles CA 90041 ,800-468-1743
2667017008,04/01/2014,Single Family,"15913 W CHATSWORTH ST
Los Angeles, CA 91344
(34.26465828700003, -118.47883898899994)",,12,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
2668001013,08/20/2014,Single Family,"15842 W CHATSWORTH ST
Los Angeles, CA 91344
(34.264592607000054, -118.47762909299996)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2668006011,01/07/2014,Single Family,"10522 N WOODLEY AVE
Los Angeles, CA 91344
(34.26171075000008, -118.48477669699997)",,12,Central Mortgage Company,Adam Gipson,800-366-2132,Keller Williams,Stephanie Vitacco,16820   Ventura BLVD  Encino CA 91436 ,818-576-1685
2668006032,11/13/2014,Single Family,"10629 N COLLETT AVE
Los Angeles, CA 91344
(34.26368345700007, -118.48365206999995)",,12,PREMIER AMERICA CU,ALMA GAETA,818-772-4000,NULL,NULL,         ,NULL
2668006103,10/20/2014,Single Family,"10636 WOODLEY
LOS ANGELES, CA 91344
(34.26375950700003, -118.48475595599996)",,12,Green Tree,Jeremy Iverson,480-383-0648,Coldwell Banker,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804 ,888-627-2256
2668011013,09/08/2014,Single Family,"10551 N DEMPSEY AVE
Los Angeles, CA 91344
(34.26250121600003, -118.47729262699994)",,12,SolutionStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2668014012,01/02/2014,Single Family,"15830 W BLACKHAWK ST
Los Angeles, CA 91344
(34.25820320400004, -118.47731567199997)",,12,Caliber Home Loans,Arthur Ferrari,866-248-2679,Bron Inc,Eric Moore,41707   Winchester RD 201 Temecula CA 92590 ,951-970-3899
2668014027,10/27/2014,Single Family,"10337 N HASKELL AVE
Los Angeles, CA 91344
(34.258440574000076, -118.47613227899996)",,12,The Bank of New York Mellon C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
2668020010,02/04/2014,Single Family,"16103 W BLACKHAWK ST
Los Angeles, CA 91344
(34.25827850200005, -118.48285184199995)",,12,Federal National Mortgage Association,Jeffery Belden,949-930-0823,Pinnacle Estate Properties,Raquel  Magro,10328   SEPULVEDA BLVD  MISSION HILLS CA 91345 ,818-361-9727
2669003012,10/29/2014,Single Family,"16001 W TUBA ST
Los Angeles, CA 91343
(34.25637799000003, -118.48048905599995)",,12,"HSBC Bank USA, National Association C/O Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
2669009025,09/08/2014,Single Family,"10156 N GAVIOTA AVE
Los Angeles, CA 91343
(34.25544003300007, -118.48267608699996)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2669016026,11/25/2014,Single Family,"15907 W LASSEN ST
Los Angeles, CA 91343
(34.250138384000024, -118.47869956299996)",,12,CALIBER HOME LOANS,DENA GRIMES,405-945-1400,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
2669024002,07/09/2014,Single Family,"15943 W LASSEN ST
Los Angeles, CA 91343
(34.250138384000024, -118.47984953999998)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2669024004,02/04/2014,Single Family,"15955 W LASSEN ST
Los Angeles, CA 91343
(34.250138384000024, -118.48025975199994)",,12,Federal National Mortgage Association,Jeffery Belden,949-930-0823,Pinnacle Estate Properties,Raquel  Magro,10328   SEPULVEDA BLVD  MISSION HILLS CA 91345 ,818-361-9727
2671009005,10/16/2014,Single Family,"9616 N AQUEDUCT AVE
Los Angeles, CA 91343
(34.245200856000054, -118.47401668899994)",,12,"MUFG Union Bank, N.A.",Glenn Schulte,858-457-6642,Safeguard Properties,Heidi Brodersen,445   S. Figueroa Street   Los Angeles CA 90071 ,858-457-6332
2671018008,11/25/2014,Single Family,"16116 W LIGGETT ST
Los Angeles, CA 91343
(34.240103162000025, -118.48324877099998)",,12,NationStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2671018018,08/20/2014,Single Family,"16038 W LIGGETT ST
Los Angeles, CA 91343
(34.240113532000066, -118.48206998699999)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2671022003,01/31/2014,Single Family,"16120 W CALAHAN ST
Los Angeles, CA 91343
(34.236552981000045, -118.48357947599999)",,12,RMAC Trust,See TDUS,310-385-7527,LPS,LPS VPR Unit,10385   Westmoor DR  Westminister CO 80241 ,877-790-1035
2671022009,08/20/2014,Single Family,"16117 W NORDHOFF ST
Los Angeles, CA 91343
(34.23563807000005, -118.48337897899995)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2671023011,12/03/2014,Single Family,"9142 N WOODLEY AVE
Los Angeles, CA 91343
(34.23689981800004, -118.48501637199996)",,12,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2671025006,09/05/2014,Single Family,"15926 W VINCENNES ST
Los Angeles, CA 91343
(34.24095354600007, -118.47940014999995)",,12,SolutionStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2671033038,07/15/2014,Single Family,"15715 W TUPPER ST
Los Angeles, CA 91343
(34.23923779800003, -118.47451908399995)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2671033071,10/27/2014,Single Family,"15728 W NOGA WAY
Los Angeles, CA 91343
(34.242193401000065, -118.47486707299998)",,12,Deutsche Bank National Trust Company C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
2672005037,06/09/2014,Single Family,"15951 W SUNBURST ST
Los Angeles, CA 91343
(34.23458834100006, -118.48026205699995)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2672008044,11/24/2014,Single Family,"9062 N HASKELL AVE
Los Angeles, CA 91343
(34.234881020000046, -118.47630627299998)",,12,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677 ,949-612-0342
2672019013,06/27/2014,Single Family,"16013 W GRESHAM ST
Los Angeles, CA 91343
(34.23103816100007, -118.48129910999995)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2673001073,11/28/2014,Single Family,"8608 N COLLETT AVE
Los Angeles, CA 91343
(34.22685192100005, -118.48396664299997)",,12,SETERUS INC,Preservation Compliance,866-570-5277,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2673004049,05/15/2014,Single Family,"16029 W NAPA ST
Los Angeles, CA 91343
(34.22657767800007, -118.48199969799998)",,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2673008049,09/11/2014,Single Family,"15932 W NAPA ST
Los Angeles, CA 91343
(34.22651315000007, -118.47972970299998)",,12,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405 ,877-339-8202
2673011039,06/09/2014,Single Family,"8629 N AQUEDUCT AVE
Los Angeles, CA 91343
(34.227250610000056, -118.474252907)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2673011045,10/28/2014,Single Family,"8549 N AQUEDUCT AVE
Los Angeles, CA 91343
(34.226100633000044, -118.47426212499994)",,12,Deutsche Bank National Trust Company C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
2673014036,10/25/2014,Single Family,"15724 W CHASE ST
Los Angeles, CA 91343
(34.22466258500003, -118.47520008299995)",,12,"U.S. Bank, National Association C/O Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
2673017041,06/09/2014,Single Family,"8319 N DENSMORE AVE
Los Angeles, CA 91343
(34.22206995100004, -118.47875256799995)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2673020086,12/05/2014,Single Family,"8352 N WOODLEY PL
Los Angeles, CA 91343
(34.22195405900004, -118.48519111299998)",,12,BAC HOME LOANS SERVICING,SAFEGUARD COMPLIANCE,800-852-8306,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
2676009005,08/13/2014,Single Family,"16321 W VINCENNES ST
Los Angeles, CA 91343
(34.24119782900004, -118.48820934399998)",,12,"Wells Fargo Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Safeguard Code Compliance,Code Violations,7105   CORPORATE DR   PLANO  TX 75024 ,877-340-0060
2676013006,01/16/2014,Single Family,"9401 N SWINTON AVE
Los Angeles, CA 91343
(34.24114136800006, -118.48628272899998)",,12,GREEN TREE SERVICING LLC,James Patterson,800-557-1602,Field Asset Services c/o EZ Maintenance,Leo Aceves,2551   Hyler AVE  Los Angeles CA 90041 ,800-468-1743
2676013022,07/09/2014,Single Family,"9300 N VALJEAN AVE
Los Angeles, CA 91343
(34.239580026000056, -118.48726677799999)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2676021006,05/12/2014,Single Family,"16422 W KNAPP ST
Los Angeles, CA 91343
(34.238393175000056, -118.49028921299998)",,12,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Coldwell Banker,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804 ,888-627-2256
2676024003,06/09/2014,Single Family,"16342 W TUPPER ST
Los Angeles, CA 91343
(34.23931269600007, -118.48879009399997)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2676025016,01/29/2014,Single Family,"16425 W KNAPP ST
Los Angeles, CA 91343
(34.23844848500005, -118.49041942099996)",,12,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Coldwell Banker,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804 ,888-627-2256
2677001008,01/31/2014,Single Family,"16533 W LABRADOR ST
Los Angeles, CA 91343
(34.249328330000026, -118.49264793399999)",,12,Goldman Sachs,SEE TDUS,310-777-6249,Essex and Harvey,Charlie Schwarck,301  N Canon DR 321 Beverly Hills CA 90210 ,310-385-7527
2677002012,01/30/2014,Single Family,"9743 N MONOGRAM AVE
Los Angeles, CA 91343
(34.24783382000004, -118.49249583299996)",,12,GREEN TREE SERVICING,JAMES PATTERSON,000-000-0000,"US BEST REPAIR SERVICE, INC",ROGER QUINTANA,2501   Alton PKWY  Irvine CA 92606 ,888-750-2378
2677003013,09/25/2014,Single Family,"16560 W SUPERIOR ST
Los Angeles, CA 91343
(34.24659281300006, -118.49348794699995)",,12,ISAAC SONG,ISAAC SONG,213-268-9576,isaac song,ISAAC SONG,544  S WILTON PL  Los Angeles CA 90020 ,213-268-9576
2677010023,12/12/2014,Single Family,"16408 W HALSTED ST
Los Angeles, CA 91343
(34.24554654100007, -118.48987669599995)",,12,Champion Mortgage Company c/o BDF Law,Code Compliance,813-387-1100,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2677012030,11/11/2014,Single Family,"16424 W HALSTED ST
Los Angeles, CA 91343
(34.24477336000007, -118.49019933499994)",,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801
2677012034,05/15/2014,Single Family,"9540 N DEBRA AVE
Los Angeles, CA 91343
(34.24410964500004, -118.48989628499999)",,12,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
2677019019,07/15/2014,Single Family,"9614 N FRANKIRST AVE
Los Angeles, CA 91343
(34.245208922000074, -118.48879470399999)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2677020076,04/04/2014,Single Family,"16319 W BALLINGER ST
Los Angeles, CA 91343
(34.24383770700007, -118.48768966499995)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2678001015,10/23/2014,Single Family,"10154 N SWINTON AVE
Los Angeles, CA 91343
(34.255369743000074, -118.48606609999996)",,12,Residential Credit Solutions,Annette Hamilton,817-321-6015,Coldwell Banker,Philip Boroda,15490   VENTURA BLVD 100 SHERMAN OAKS CA 91403 ,310-968-3844
2678005008,03/07/2014,Single Family,"10148 N GOTHIC AVE
Los Angeles, CA 91343
(34.255290236000064, -118.48921643899996)",,12,Federal Home Loan Mortgage,TANIA FERNANDEZ,972-581-6247,CENTURY 21 NEWHALL VALENCIA REALTY,DEANNE ARROYO,27201   Tourney RD 201W Valencia CA 91355 ,661-255-7666
2678011003,05/09/2014,Single Family,"16246 W SEPTO ST
Los Angeles, CA 91343
(34.25099337700004, -118.48661919599999)",,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2678019014,04/09/2014,Single Family,"16500 W DEVONSHIRE ST
Los Angeles, CA 91344
(34.25742311000005, -118.49157976899994)",,12,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Field Asset Services c/o EZ Maintenance,Leo Aceves,2551   Hyler AVE  Los Angeles CA 90041 ,800-468-1743
2679001008,10/29/2014,Single Family,"16512 W CHATSWORTH ST
Los Angeles, CA 91344
(34.264683637000076, -118.49177911399994)",,12,Deutsche Bank National Trust Company C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
2679002002,12/04/2014,Single Family,"10506 N HAYVENHURST AVE
Los Angeles, CA 91344
(34.26146992300005, -118.49352597299998)",,12,PHH Mortgage Corp F/K/A Cendant Mortgage Corp c/o BDF Law,Code Compliance,813-387-1100,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2679002015,11/22/2014,Single Family,"10624 N HAYVENHURST AVE
Los Angeles, CA 91344
(34.26360971100007, -118.49350638399994)",,12,NationStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2679004015,10/08/2014,Single Family,"10625 N DEBRA AVE
Los Angeles, CA 91344
(34.263577447000046, -118.48938121499998)",,12,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2679005005,10/10/2014,Single Family,"16433 W SAN JOSE ST
Los Angeles, CA 91344
(34.26109658400003, -118.49035028399999)",,12,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,445  W 34 ST  San Bernardino CA 92405 ,909-289-1453
2679005011,12/03/2014,Single Family,"10518 N ODESSA AVE
Los Angeles, CA 91344
(34.26171075000008, -118.49146569299995)",,12,Bank of America,Chad McLean,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
2679009004,10/03/2014,Single Family,"10437 N WOODLEY AVE
Los Angeles, CA 91344
(34.26032109800008, -118.48484237699995)",,12,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
