IncrementalID,ADPNumber,ADPStatus,Applicant,Entitlement,ProjectDescription,ProjectLocation,ProjectType,ADPReceivedDate,ADPSentToDivisionDate,EMDReceivedDate,ENGPermitReceivedDate,ENGPermitReceivedDateNA,ADPCompletionDate,TypeofCDP,TypeofExemption,CDPNumber,CDPSentDateToApplicant,CDPSentDateToApplicantNA,CDPReceivedDate,CDPReceivedDateNA,PublicHearingDate,PublicHearingDateNA,BHCApprovalDate,BHCApprovalDateNA,AppealableCDP,EndOfAppealPeriodDate,EndofAppealPeriodDateNA,CostalCommApprovalDate,CostalCommApprovalDateNA,CDPSentDateToDivsions,CDPSentDateToDivsionsNA,RiskAnalysis,SentToLAFD,LAFD10DayReview,ReportToApplicant,ReportToApplicantNA,Notes,CancellationFlag,CDPFolderName
444,090807-093,Completed,POLA,Owner,"Roll up a modular building at 300 Water Street, including foundation and utilities.  Scope also provides for movable floating dock with 8 slips with utilties.",Berth 195,Development,08/07/2009 12:00:00 AM,08/10/2009 12:00:00 AM,12/09/2009 12:00:00 AM,,FALSE,12/10/2009 12:00:00 AM,Exempt,30610(b),N/A,,FALSE,,FALSE,,FALSE,,FALSE,3,,FALSE,,FALSE,,FALSE,0,,,12/10/2009 12:00:00 AM,FALSE,,FALSE,
445,090810-094,Cancelled,Adopt A Storm Drain Foundation,CANCELLED,Adopt A Storm Drain Foundation - Use of parkinglot @ Berth 203 for community clean-up,Berth 203,Administrative,08/10/2009 12:00:00 AM,08/10/2009 12:00:00 AM,09/08/2009 12:00:00 AM,,FALSE,08/10/2009 12:00:00 AM,,,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,0,,,,FALSE,9/24- Cancelled,TRUE,
446,090812-095,Completed,Tri Marine Fish Co. Inc.,Permit 892,lease renewal,Berth 264,Administrative,08/12/2009 12:00:00 AM,08/14/2009 12:00:00 AM,08/06/2010 12:00:00 AM,,FALSE,05/25/2012 12:00:00 AM,,,,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,0,,,,FALSE,"9/4 - Left a message for Anthony Vuoso regarding the need for plans, etc.",FALSE,
447,090814-096,Completed,"Pacific L.A. Marine Terminal, LLC",TEUP 1151,perform pot holing activities,Pier 400,Development,08/14/2009 12:00:00 AM,08/14/2009 12:00:00 AM,09/30/2009 12:00:00 AM,10/07/2009 12:00:00 AM,FALSE,10/01/2009 12:00:00 AM,Exempt,30610(d),N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,0,,,10/01/2009 12:00:00 AM,FALSE,"10/9- General permit issued.

10/1- Completed report to applicant. Gave to Renee for Dave's signature. Needs to be sent to John I.

9/30 - E-mailed Talitha for EMD assessment.",FALSE,
126,090817-097,Completed,POLA,Owner,San Pedro Waterfront Enhancements,Cabrillo Beach Recreation Area restroom facilities,Development,08/17/2009 12:00:00 AM,08/17/2009 12:00:00 AM,11/17/2009 12:00:00 AM,,FALSE,07/11/2011 12:00:00 AM,Level I,N/A,09-05,,FALSE,,FALSE,,FALSE,,FALSE,2,,FALSE,,FALSE,,FALSE,0,,,,FALSE,Jan 2010 - The CDP was put on hold by Dave Mathewson because the Port doesn't have the funds to construct.  So there is no reason to issue the CDP if the Port doesn't have the money to construct.,FALSE,09-05 (China Shipping's PMPA 25)
127,090817-098,Cancelled,"Law Offices of Anthony G. Patchett, APC",CANCELLED,vending rights at truck staging area (CANCELLED),at China Shipping,Administrative,08/17/2009 12:00:00 AM,08/17/2009 12:00:00 AM,09/14/2009 12:00:00 AM,,FALSE,09/16/2009 12:00:00 AM,,,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,0,,,,FALSE,9/17 - Ryan said Mike G. would probably deny.,TRUE,
128,090821-099,Completed,Yusen Terminals Inc.,Permit 692,relocation of 4 gantry cranes to San Pedro side of rail,Berth 218,Development,08/21/2009 12:00:00 AM,08/21/2009 12:00:00 AM,11/24/2009 12:00:00 AM,02/03/2010 12:00:00 AM,FALSE,11/23/2009 12:00:00 AM,,,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,0,,,11/23/2009 12:00:00 AM,FALSE,,FALSE,
129,090821-100,Cancelled,POLA,CANCELLED,"removal of approximately 6.4 acres of eelgrass and dredging of approximately 47,000 cy of material.",,,08/21/2009 12:00:00 AM,08/21/2009 12:00:00 AM,,,FALSE,04/19/2012 12:00:00 AM,,,,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,0,,,,FALSE,"CANCELLED

Jan 2010 - Waiting for Mitigated Negative Declaration.  Does not require a PMP Amendment at per Al Padilla of the Coastal Commission.",TRUE,
130,090824-101,Completed,ConocoPhillips,RP 92-24,"Excavate and repair a 12"" oil pipeline, which is approximately 4' deep",in buffer area between Harry Bridges and UP railroad track,Development,08/24/2009 12:00:00 AM,08/24/2009 12:00:00 AM,10/07/2009 12:00:00 AM,11/06/2009 12:00:00 AM,FALSE,10/20/2009 12:00:00 AM,Exempt,30610(d),N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,0,,,10/08/2009 12:00:00 AM,FALSE,11/6/2009 - General Permit Issued,FALSE,
131,090826-102,Completed,Tomich Bros FishCo Inc.,,application for new lease and 10' by 20' paved pad,"338 Cannery Street, San Pedro",Administrative,08/26/2009 12:00:00 AM,08/27/2009 12:00:00 AM,,,FALSE,05/30/2012 12:00:00 AM,,,,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,0,,,,FALSE,"5/30/12: from Ken S. -tenant withdrew their request


JI - want to know thickness and how they are preparing ground.",FALSE,
132,090827-103,Completed,Port of Los Angeles High School,LA 967,construction of two classrooms on 2nd floor,250 W. 5th Street,Development,08/26/2009 12:00:00 AM,08/27/2009 12:00:00 AM,09/29/2009 12:00:00 AM,12/10/2009 12:00:00 AM,FALSE,10/19/2009 12:00:00 AM,,Outside CZ,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,0,,,10/19/2019 12:00:00 AM,FALSE,9/30 - E-mail Phylis W. for entitlement.,FALSE,
133,090902-104,Completed,Carson Dominguez Properties L.P,N/A,wish to extend FTZ Operating agreement No. 2352 for another 5 years.,,Administrative,09/02/2009 12:00:00 AM,09/02/2009 12:00:00 AM,09/14/2009 12:00:00 AM,,FALSE,09/02/2009 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,,FALSE,,FALSE,
134,090902-105,Completed,"Watson Partners, L.P",N/A,wish to extend FTZ Operating agreement No. 2353 for another 5 years.,,Administrative,09/02/2009 12:00:00 AM,09/02/2009 12:00:00 AM,09/14/2009 12:00:00 AM,,FALSE,09/02/2009 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,,FALSE,,FALSE,
135,090902-106,Completed,Pacific LA Marine Terminal LLC,TEUP 1152,"Perform dewatering activities via driller or auger to determine ground water recharge rate for several locations, must identify water table first.","3000 Navy Way and 750 Eldridge Street.,",Development,09/02/2009 12:00:00 AM,09/02/2009 12:00:00 AM,09/15/2009 12:00:00 AM,10/22/2009 12:00:00 AM,FALSE,10/19/2009 12:00:00 AM,Exempt,30610(d),N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,0,,,09/15/2009 12:00:00 AM,FALSE,"10/21- General Permit issued.

9/24- Waiting on TEUP. Vicky is processing.",FALSE,
136,090904-107,Cancelled,Vopak,Permit 560,"(CANCELLED) add 8 acres to existing lease, construct 6 new tanks, and add pipelines","2200 E. PCH, Wilmington",Development,09/04/2009 12:00:00 AM,09/04/2009 12:00:00 AM,,,FALSE,06/18/2013 12:00:00 AM,N/A,Outside CZ,N/A,,FALSE,,FALSE,,FALSE,,FALSE,3,,FALSE,,FALSE,,FALSE,0,,,,FALSE,"6/18/13: Per Dave's Request during the  staff meeting. ADP is now CANCELLED. Applicant will resubmit forms in the future.

6/24/13:Send Cancellation Notice",TRUE,
137,090908-108,Cancelled,POLA (CANCELLED),Owner,routine wharf and pile maintenance program at various locations (CANCELLED),,Development,09/08/2009 12:00:00 AM,09/08/2009 12:00:00 AM,,,FALSE,03/02/2010 12:00:00 AM,Exempt,30610(d),N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,0,,,,FALSE,THIS ADP WAS CANCELLED FROM THE EXECUTIVE OFFICE AND WILL BE REAPPLIED FOR WITH TWO SEPARATE ADPS AT A FUTURE DATE.,TRUE,
138,090908-109,Completed,"Irwin Industries, Inc.",SA 09-17,lease 1 acre of vacant property,"119 Cannery Street, Terminal Island",Development,09/08/2009 12:00:00 AM,09/08/2009 12:00:00 AM,10/27/2009 12:00:00 AM,11/05/2009 12:00:00 AM,FALSE,10/30/2009 12:00:00 AM,Exempt,30610(b),N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,0,,,10/28/2009 12:00:00 AM,FALSE,9/28- Applicant called on status.,FALSE,
139,090908-110,Completed,LADWP,Order 24663,construction of conduit stub-out 4 feet from maintenance hole,2501 Navy Way,Development,09/08/2009 12:00:00 AM,09/08/2009 12:00:00 AM,10/07/2009 12:00:00 AM,10/30/2009 12:00:00 AM,FALSE,10/09/2009 12:00:00 AM,Exempt,30610(f),N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,0,,,10/08/2009 12:00:00 AM,FALSE,,FALSE,
140,090914-111,Completed,POLA,Owner,complete Channel Deepening Additional Disposal Capacity Project,,Development,09/14/2009 12:00:00 AM,09/14/2009 12:00:00 AM,09/18/2009 12:00:00 AM,,FALSE,10/29/2009 12:00:00 AM,Level III,N/A,09-04,10/29/2009 12:00:00 AM,FALSE,,FALSE,10/15/2009 12:00:00 AM,FALSE,,FALSE,2,,FALSE,,FALSE,,FALSE,0,,,,FALSE,BHC hearing schedule for 10/15/2009.,FALSE,09-04 (Main Channel Deepening)
141,090916-112,Completed,Caltrans,Owner,bridge maintenance project,for Vincent Thomas and SR 47,Development,09/16/2009 12:00:00 AM,09/21/2009 12:00:00 AM,03/05/2010 12:00:00 AM,,FALSE,03/05/2010 12:00:00 AM,Exempt,30610(d),N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,0,,,,FALSE,,FALSE,
142,090917-113,Completed,PHL,Agreement 1989,installation of radio repeater,Yusen Marine Terminal,Development,09/17/2009 12:00:00 AM,09/21/2009 12:00:00 AM,10/07/2009 12:00:00 AM,11/06/2009 12:00:00 AM,FALSE,10/16/2009 12:00:00 AM,Exempt,30610(b),N/A,,TRUE,,TRUE,,TRUE,,TRUE,2,,TRUE,,FALSE,,FALSE,0,,,10/07/2009 12:00:00 AM,FALSE,"11/6/09 - General Permit Received

10/7/09 - Waiting for Right of Entry from Yusen for PHL",FALSE,
143,090917-114,Completed,Los Angeles Maritime Museum,Permit 864,installation of air conditioner/heating unit,Berth 84,Development,09/17/2009 12:00:00 AM,09/23/2009 12:00:00 AM,12/17/2009 12:00:00 AM,12/29/2009 12:00:00 AM,FALSE,12/20/2009 12:00:00 AM,Exempt,30610(f),N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,0,,,12/20/2009 12:00:00 AM,FALSE,"9/23 - Phllis provided drawings. ADP send out.

9/21- Phyllis W. contacting applicant to get drawings. Waiting on drawings before routing.",FALSE,
144,090929-115,Completed,Pacific L.A. Marine Terminal,TEUP 1153,perform potholing,"at Pier 400 - 3000 Navy Way(T-1000), B408 including Maersk",Development,09/29/2009 12:00:00 AM,09/30/2009 12:00:00 AM,11/24/2009 12:00:00 AM,02/18/2010 12:00:00 AM,FALSE,11/24/2009 12:00:00 AM,Exempt,30610(d),N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,0,,,11/16/2009 12:00:00 AM,FALSE,,FALSE,
145,090930-116,Completed,Lighthouse Yacht Landing Inc.,Permit 803,seawall/bulkhead emergency repair,"Berth 205 ""B""",Development,09/30/2009 12:00:00 AM,09/30/2009 12:00:00 AM,10/13/2009 12:00:00 AM,11/12/2009 12:00:00 AM,FALSE,10/13/2009 12:00:00 AM,Exempt,30610(d),,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,0,,,10/13/2009 12:00:00 AM,FALSE,,FALSE,
158,091008-117,Completed,LADWP,Permit 711,new permit No. 836 to succeed Permit No. 711,200 Terminal Way,Administrative,10/08/2009 12:00:00 AM,10/15/2009 12:00:00 AM,12/21/2009 12:00:00 AM,,FALSE,12/21/2009 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,,FALSE,10/9- Sent to George K only. Waiting for response before distributing to other divisions.,FALSE,
159,091008-118,Completed,LADWP,,new permit No. 811 to succeed permit No. 726 -  for subsurface fuel oil pipeline right-of-way,rear of Berth 181 in Wilmington,Administrative,10/08/2009 12:00:00 AM,10/15/2009 12:00:00 AM,,,FALSE,10/15/2009 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,,FALSE,10/9- Sent to George K only. Waiting for response before distributing to other divisions.,FALSE,
72,091008-119,Completed,LADWP,Permit 838,new permit No. 838 to succeed permit No. 780,"708 Regan Street, San Pedro",Administrative,10/08/2009 12:00:00 AM,10/15/2009 12:00:00 AM,12/18/2009 12:00:00 AM,,FALSE,10/15/2009 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,,FALSE,10/9- Sent to George K only. Waiting for response before distributing to other divisions.,FALSE,
73,091009-120,Completed,The Jankovich Company,,would like to permit pre existing on site crane.,Berth 74,Development,10/09/2009 12:00:00 AM,10/14/2009 12:00:00 AM,,,FALSE,08/22/2012 12:00:00 AM,,,,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,0,,,,FALSE,8/22/2012: ADP replaced/resubmitted ADP 111011-133,FALSE,
74,091009-121,Completed,POLA,Owner,"Conduct maintenance, repair, modify, existing utility electrical wiring on light pole fixture",Berth 401-406,Development,10/09/2009 12:00:00 AM,10/09/2009 12:00:00 AM,11/18/2009 12:00:00 AM,,FALSE,12/01/2009 12:00:00 AM,Exempt,30610(d),N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,0,,,11/03/2009 12:00:00 AM,FALSE,,FALSE,
75,091021-122,Completed,"Southern Cal Seafood, Inc",Permit 889,Wet fish unloading station to remain the same at this time.,Located at Berth 263 Wharf St Terminal Island.,Development,10/21/2009 12:00:00 AM,10/22/2009 12:00:00 AM,08/06/2010 12:00:00 AM,,FALSE,05/25/2012 12:00:00 AM,,,,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,0,,,,FALSE,,FALSE,
499,091022-123,Completed,POLA,Owner,"Fiber optic network, Security loop",East of John S. Gibson and South of Harry Bridges:,Development,10/22/2009 12:00:00 AM,10/22/2009 12:00:00 AM,01/08/2010 12:00:00 AM,,FALSE,04/07/2010 12:00:00 AM,Exempt,30610(f),N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,0,,,04/07/2010 12:00:00 AM,FALSE,,FALSE,
500,091027-124,Completed,Citizen Watch Company of America,N/A,FTZ Operating Agreement No. 2346. 5 year extension request to maintain status,,Administrative,10/27/2009 12:00:00 AM,10/27/2009 12:00:00 AM,11/18/2009 12:00:00 AM,,FALSE,10/27/2009 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,,FALSE,,FALSE,
231,091027-125,Completed,"Eagle Marine Services, LTD.",Permit 733,installation of 2 RPMs and 1 prefabricated booth,"South end of Pier 300 rail location - 614 Terminal Way, Terminal Island",Development,10/27/2009 12:00:00 AM,10/27/2009 12:00:00 AM,11/24/2009 12:00:00 AM,01/26/2010 12:00:00 AM,FALSE,11/24/2009 12:00:00 AM,Exempt,30610(b),N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,0,,,11/24/2009 12:00:00 AM,FALSE,,FALSE,
48,091028-126,Completed,Lockheed Martin Corporation,BA 206,Permit renwal,"1001 New Dock St Terminal Island Berth206 Los Angeles, CA 90731",Administrative,10/28/2009 12:00:00 AM,10/28/2009 12:00:00 AM,11/18/2009 12:00:00 AM,,FALSE,10/28/2009 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,,FALSE,,FALSE,
332,091028-127,Completed,United States Air Force,TEUP 1156,"slope evaluation study, including soil borings, geophysics and possible pot holing","Fort MacArthur, San Pedro CA",Development,10/28/2009 12:00:00 AM,10/28/2009 12:00:00 AM,02/21/2010 12:00:00 AM,03/15/2010 12:00:00 AM,FALSE,02/22/2010 12:00:00 AM,Exempt,30610(d),N/A,,FALSE,,FALSE,,FALSE,,FALSE,3,,FALSE,,FALSE,,FALSE,0,,,02/22/2010 12:00:00 AM,FALSE,,FALSE,
333,091029-128,Completed,Pacific Cruise Ship Terminals,Agreement 2264,temporary tent set-up to accommodate triple cruise operations for 30 days,Berths 87-89,Development,10/29/2009 12:00:00 AM,10/29/2009 12:00:00 AM,11/16/2009 12:00:00 AM,12/22/2009 12:00:00 AM,FALSE,11/13/2009 12:00:00 AM,Exempt,30610(i)(1),,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,0,,,11/12/2009 12:00:00 AM,FALSE,11/2/2009 - RE approved for distribution,FALSE,
334,091104-129,Completed,ExxonMobil Oil Corporation,RP 1464,"plans to excavate, inspect, and if needed perform routine maintenance on 4'' M-148 pipeline.",Located at Seaside Ave in B. 240.,Development,11/04/2009 12:00:00 AM,11/05/2009 12:00:00 AM,11/18/2009 12:00:00 AM,12/10/2009 12:00:00 AM,FALSE,12/01/2009 12:00:00 AM,Exempt,30610(d),N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,0,,,11/30/2009 12:00:00 AM,FALSE,,FALSE,
335,091104-130,Completed,L.A. DOT,Owner,installation of ATSAC system at various intersections,on Terminal Island.,Development,11/04/2009 12:00:00 AM,11/05/2009 12:00:00 AM,01/08/2010 12:00:00 AM,01/21/2010 12:00:00 AM,FALSE,01/08/2010 12:00:00 AM,Exempt,30610(f),N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,0,,,01/06/2010 12:00:00 AM,FALSE,,FALSE,
336,091105-131,Completed,"NextG Networks of California, Inc.",,installation of new fiber optic cable on existing wooden poles,along John S. Gibson Blvd. from Channel Street to W. Harry Bridges Blvd.,Development,11/05/2009 12:00:00 AM,11/05/2009 12:00:00 AM,,,FALSE,11/18/2009 12:00:00 AM,Exempt,30610(f),N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,0,,,,FALSE,"1/27 - Project is no longer canceled. Standard review is required per FS.

11/18 - Project is canceled and 080630-074 is resumed. 

11/16 - Called applicant to confirm project is different than 080630-074. Awaiting response.",FALSE,
337,091112-132,Completed,City of L.A. Animal Services,TEUP 1157,use of parking lot for training purposes on 12/5/2009,"300 Ferry Street, San Pedro",Administrative,11/12/2009 12:00:00 AM,11/16/2009 12:00:00 AM,12/02/2009 12:00:00 AM,,FALSE,11/16/2009 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,,FALSE,11/16 - Sent to divisions,FALSE,
338,091112-133,Completed,SA Recycling,BA 210-211,installation of carbon steel natural gas line underground,"901 New Dock St., Terminal Island - Berths 210-211",Development,11/12/2009 12:00:00 AM,04/01/2010 12:00:00 AM,05/19/2010 12:00:00 AM,05/27/2010 12:00:00 AM,FALSE,05/19/2010 12:00:00 AM,Exempt,30610(f),N/A,,FALSE,,FALSE,,FALSE,,FALSE,3,,FALSE,,FALSE,,FALSE,0,,,05/16/2010 12:00:00 AM,FALSE,"4/01/10 - Had meeting with RE and ENG.  Approved pipeline without the approval of the oxidizer.  

11/16 - Sent to RV for RE approval. Waiting to send to Eng. & Env.

12/7/09 - Spoke w/ Dave Conners.  Need to find out whether oxidizer has been permitted.  I am waiting for his return call.",FALSE,
528,091116-134,Completed,"Praxair, Inc.",Lease No. 88,new piping & support structures,"2300 E. PCH, Wilmington CA",Development,11/16/2009 12:00:00 AM,11/16/2009 12:00:00 AM,01/07/2010 12:00:00 AM,01/20/2010 12:00:00 AM,FALSE,01/07/2010 12:00:00 AM,Exempt,30610(b),N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,0,,,01/01/2010 12:00:00 AM,FALSE,11/17- Sent e-mail to TO requesting full size plans.,FALSE,
529,091118-135,Completed,ExxonMobil Oil Corp.,Permit 704,grading & asphalt related to tank liner project,"799 S. Seaside Ave., Terminal Island, CA.",Development,11/17/2009 12:00:00 AM,11/19/2009 12:00:00 AM,12/17/2009 12:00:00 AM,01/12/2010 12:00:00 AM,FALSE,12/20/2009 12:00:00 AM,Exempt,30610(b),N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,0,,,12/18/2009 12:00:00 AM,FALSE,12/4 - Applicant requested update. Waiting on Env.,FALSE,
530,091118-136,Cancelled,NuStar Energy LP (CANCELLED),Permit 712,dock ramp repair  (CANCELLED),Berth 163,Development,11/18/2009 12:00:00 AM,11/19/2009 12:00:00 AM,,,FALSE,11/19/2009 12:00:00 AM,Exempt,30610(d),N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,0,,,,FALSE,,TRUE,
531,091120-137,Completed,Shell Oil Products US,Permit 634,air injection test for environmental remediation,Berth 167-169,Development,11/20/2009 12:00:00 AM,11/24/2009 12:00:00 AM,12/17/2009 12:00:00 AM,03/18/2010 12:00:00 AM,FALSE,12/28/2009 12:00:00 AM,Exempt,30610(d),N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,0,,,12/20/2009 12:00:00 AM,FALSE,,FALSE,
532,091120-138,Completed,Kinder Morgan Energy Partners,Permit 708,Modifications on an inactive pipeline.,Two locations near John S. Gibson Blvd.,Development,11/20/2009 12:00:00 AM,11/23/2009 12:00:00 AM,12/09/2009 12:00:00 AM,12/22/2009 12:00:00 AM,FALSE,12/10/2009 12:00:00 AM,Exempt,30610(d),N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,0,,,12/10/2009 12:00:00 AM,FALSE,12/2- Applicant called for status update. Waiting on Env. LO,FALSE,
533,091124-139,Completed,POLA,Owner,"Install new lighting for floors 3, 4, 5",at Harbor Administration Building.,Development,11/24/2009 12:00:00 AM,11/24/2009 12:00:00 AM,12/09/2009 12:00:00 AM,,FALSE,12/10/2009 12:00:00 AM,,Outside CZ,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,0,,,12/10/2009 12:00:00 AM,FALSE,,FALSE,
534,091124-140,Completed,Southern California Gas Co.,Order 1116,asphalt cut to extend gas service,746 Tuna / Cannery Street,Development,11/24/2009 12:00:00 AM,11/25/2009 12:00:00 AM,12/17/2009 12:00:00 AM,,FALSE,12/21/2009 12:00:00 AM,Exempt,30610(f),N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,0,,,,FALSE,,FALSE,
535,091130-141,Completed,"H.J. Baker and Bro., Inc.",Permit 809,requesting long term renewal of Permit No. 809,1001 Schley Ave. Wilmington CA,Administrative,11/30/2009 12:00:00 AM,11/30/2009 12:00:00 AM,,,FALSE,11/30/2009 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,,FALSE,,FALSE,
116,091203-142,Completed,SSA Marine,TEUP,"use of parking lot for ""fruit season""",at NW corner of 22nd St. and Minor,Administrative,12/03/2009 12:00:00 AM,12/07/2009 12:00:00 AM,10/02/2009 12:00:00 AM,,FALSE,12/07/2009 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,,FALSE,,FALSE,
117,091207-143,Completed,U.S. General Services Administration (GSA),,extension to complete relocation of existing U.S. Customs & Border Protection Lab Facility - Grant RP,"300 South Ferry Street, Terminal Island",Administrative,12/07/2009 12:00:00 AM,12/08/2009 12:00:00 AM,01/12/2010 12:00:00 AM,,FALSE,12/08/2009 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,,FALSE,,FALSE,
118,091211-144,Completed,KWIKSET CORP.,N/A,extension of FTZ operating agreement No. 2363 for 5 yrs.,,Administrative,12/11/2009 12:00:00 AM,12/14/2009 12:00:00 AM,01/08/2010 12:00:00 AM,,FALSE,12/14/2009 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,,FALSE,,FALSE,
119,091214-145,Completed,POLB,TEUP 1161,geotechnical investigations only for POLB Nimitz Road Grade Separation Project,Pier 400 Transportation Corridor,Development,12/14/2009 12:00:00 AM,12/15/2009 12:00:00 AM,01/12/2010 12:00:00 AM,03/05/2010 12:00:00 AM,FALSE,02/04/2010 12:00:00 AM,Exempt,30610(d),N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,0,,,,FALSE,"2/4 - Report to Applicant sent.
2/10 - Frank Sanchez requested update for applicant. Sent email to Ibrahimi.",FALSE,
120,091214-146,Completed,ExxonMobil Oil Corp.,Permit 704,installation of access stairs and man-ways for Dike Liner Project,"Southwest Terminal Area 1, 799 S. Seaside Ave., Terminal Island.",Development,12/14/2009 12:00:00 AM,12/15/2009 12:00:00 AM,01/12/2010 12:00:00 AM,04/05/2010 12:00:00 AM,FALSE,01/12/2010 12:00:00 AM,Exempt,30610(b),N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,0,,,01/13/2010 12:00:00 AM,FALSE,,FALSE,
121,091214-147,Completed,"California Cartage Company, LLC",N/A,extension of FTZ Operating agreement No. 2346 to maintain warehouse status,"2401 E. PCH, Wilmington.",Administrative,12/14/2009 12:00:00 AM,12/15/2009 12:00:00 AM,01/21/2010 12:00:00 AM,,FALSE,12/15/2009 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,,FALSE,,FALSE,
122,091214-148,Completed,"Industrial Development International, Inc.",N/A,extension of FTZ Developer agreement No. 2369 for another 5 years to maintain status,,Administrative,12/14/2009 12:00:00 AM,12/15/2009 12:00:00 AM,01/08/2010 12:00:00 AM,,FALSE,12/15/2009 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,,FALSE,,FALSE,
