Page Title,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit
Construction Contract Bidding Opportunities - The City of Los Angeles,51,48,0:03:01,34,85.29%,70.59%
Customer Contact Center Hours of Operation - The City of Los Angeles,51,49,0:03:34,4,75%,43.14%
Die Stadt Los Angeles,51,43,0:01:10,42,83.33%,76.47%
Government Cable TV Station- LA CityView 35 - The City of Los Angeles,51,44,0:01:12,43,67.44%,64.71%
Fire Dept. No-Smoking Ordinance Enforcement - The City of Los Angeles,50,37,0:01:45,35,60%,54%
La ville de Los Angeles,50,40,0:02:55,39,69.23%,68%
A cidade de Los Angeles,49,40,0:01:21,40,82.5%,75.51%
Parcel Profile Report - The City of Los Angeles,49,40,0:04:22,29,82.76%,67.35%
Section 8 program Housing Assistance - The City of Los Angeles,49,44,0:05:15,15,73.33%,44.9%
Banner Permits - The City of Los Angeles,48,38,0:01:54,4,50%,22.92%
Engineering Review of Conditional Use Permits - The City of Los Angeles,48,42,0:03:09,19,68.42%,41.67%
Expedited Processing - The City of Los Angeles,48,45,0:00:54,16,75%,54.17%
Hahn Series 2001-2005 - The City of Los Angeles,48,35,0:01:38,0,0%,27.08%
"Port of LA (Harbor Department) Contracts, Bids, and Purchase Orders - The City of Los Angeles",48,41,0:01:25,36,66.67%,62.5%
Stormwater Drainage/Flooding Complaint - The City of Los Angeles,48,42,0:03:09,29,79.31%,77.08%
Youth Programs - LAPD - The City of Los Angeles,48,44,0:03:41,39,71.79%,68.75%
Spaymobile - The City of Los Angeles,47,41,0:02:46,35,85.71%,78.72%
Regularly scheduled rental housing code enforcement inspections (SCEP) - The City of Los Angeles,46,41,0:02:06,14,85.71%,67.39%
Complaints regarding Bureau of Street Lighting - The City of Los Angeles,45,41,0:01:07,11,90.91%,46.67%
General Steps and Requirements for Various Plan Check Submittal - The City of Los Angeles,45,38,0:02:18,24,66.67%,57.78%
Inspection of Electrical - The City of Los Angeles,45,31,0:03:58,23,47.83%,44.44%
Certification of Disadvantaged Business Enterprises (DBE) - The City of Los Angeles,44,32,0:02:13,18,61.11%,47.73%
Motor Transport Division - LAPD - The City of Los Angeles,44,43,0:02:52,32,87.5%,77.27%
Animal Cruelty - The City of Los Angeles,43,40,0:03:14,25,84%,65.12%
California Highway Patrol (CHP) / Sheriff's / Police Agencies - The City of Los Angeles,43,38,0:03:34,32,81.25%,67.44%
Mayor's Office of Housing & Economic Development - The City of Los Angeles,43,40,0:02:45,17,52.94%,41.86%
Permits - The City of Los Angeles,43,41,0:02:16,4,75%,32.56%
Utility Tax Exemption - The City of Los Angeles,43,39,0:01:58,22,77.27%,51.16%
View Public Infrastructure Maps - The City of Los Angeles,43,36,0:02:59,17,64.71%,51.16%
BOS White and Green Mesh Trash Receptacles - The City of Los Angeles,42,40,0:02:56,4,100%,61.9%
Fire Dept. Fire Station Locations - The City of Los Angeles,42,39,0:02:13,31,90.32%,85.71%
Manual Trash Collection - The City of Los Angeles,42,41,0:01:09,3,100%,38.1%
Permit for Major Right of Way Construction - B Permit - The City of Los Angeles,42,35,0:02:07,23,86.96%,57.14%
Currency Exchange -- LAX - The City of Los Angeles,41,38,0:05:30,36,91.67%,90.24%
Griffith Observatory - The City of Los Angeles,41,40,0:03:17,10,100%,51.22%
Household Hazardous Waste & Used Oil Recycling - The City of Los Angeles,41,33,0:02:20,13,84.62%,58.54%
Most Requested Services for Businesses - The City of Los Angeles,41,34,0:00:45,0,0%,9.76%
Open bids & RFP's - LAX - The City of Los Angeles,41,34,0:00:29,17,58.82%,46.34%
Speed Zone Survey Request - The City of Los Angeles,41,36,0:08:11,34,85.29%,82.93%
"Tract Maps, Parcel Maps - The City of Los Angeles",41,34,0:03:12,8,75%,31.71%
Audio and Video FAQs - The City of Los Angeles,40,27,0:01:12,2,0%,15%
Burglar Alarms - LAPD - The City of Los Angeles,40,35,0:01:34,10,50%,57.5%
Police Permits General Information - The City of Los Angeles,40,29,0:01:47,14,64.29%,45%
Summer Youth Employment Program - The City of Los Angeles,40,37,0:01:51,22,77.27%,60%
"Fats, Oil and Grease Control Program - The City of Los Angeles",39,35,0:03:20,28,89.29%,76.92%
Los Angeles Neighborhood Housing Services - The City of Los Angeles,39,35,0:01:53,21,76.19%,61.54%
Public Easement and Street Vacation - The City of Los Angeles,39,37,0:02:39,25,72%,58.97%
Stormwater Plan Checks - The City of Los Angeles,39,33,0:05:11,22,68.18%,64.1%
City's Fraud Hotline - The City of Los Angeles,38,38,0:02:01,6,83.33%,47.37%
Friendship Auditorium - The City of Los Angeles,38,36,0:00:50,17,58.82%,36.84%
Personnel Department Employment Verification - The City of Los Angeles,38,37,0:01:08,24,79.17%,63.16%
Sewer Permit - S Permit - The City of Los Angeles,38,34,0:03:09,16,81.25%,60.53%
Building and Safety Inspection Scheduling - The City of Los Angeles,37,31,0:03:57,16,56.25%,62.16%
Building Trade Examination Applications and Licenses - The City of Los Angeles,37,33,0:03:40,17,76.47%,45.95%
Civic Center Area Parking Lots - The City of Los Angeles,37,33,0:01:55,27,85.19%,81.08%
Council District 7 - The City of Los Angeles,37,31,0:01:46,27,48.15%,43.24%
Elysian Park - The City of Los Angeles,37,37,0:00:47,26,92.31%,81.08%
Overload Permits - The City of Los Angeles,37,31,0:03:53,9,55.56%,67.57%
Rebuild Letter Request for Restoration of Damaged Buildings - The City of Los Angeles,37,33,0:10:46,30,86.67%,78.38%
"Subdivisions (Parcel Map, Tract Map, Private Streets General Inf) - The City of Los Angeles",37,32,0:01:42,24,70.83%,62.16%
Workers' Compensation - Sworn Fire Claims - The City of Los Angeles,37,35,0:02:38,32,75%,72.97%
Zoopendous Nights - The City of Los Angeles,37,37,0:00:54,33,90.91%,83.78%
Elevator Code Questions and Complaints - The City of Los Angeles,36,29,0:01:30,18,77.78%,69.44%
Filing Incident Claim with The Los Angeles Convention Center - The City of Los Angeles,36,28,0:02:20,14,85.71%,44.44%
Q Conditions -- Information and Sign-Off Clearance - The City of Los Angeles,36,32,0:02:46,29,82.76%,83.33%
"Requesting Extra Capacity Containers (extra black,green,blue, & brown) - The City of Los Angeles",36,32,0:01:23,3,66.67%,52.78%
Send Feedback - The City of Los Angeles,35,29,0:00:41,2,0%,25.71%
Trash and Recycling Transfer Station - The City of Los Angeles,35,27,0:02:09,17,70.59%,62.86%
Very High Fire Hazard Severity Zone Map - The City of Los Angeles,35,30,0:01:10,29,82.76%,82.86%
YouthSource System (YSCs) - Youth Career and Educational Services - The City of Los Angeles,35,35,0:01:49,18,88.89%,57.14%
Zoning changes - The City of Los Angeles,35,35,0:00:50,32,90.62%,91.43%
Building Permit Clearance Handbook - The City of Los Angeles,34,29,0:03:04,17,88.24%,58.82%
Recycling - The City of Los Angeles,34,30,0:03:50,7,85.71%,50%
Request for Proposal - The City of Los Angeles,34,31,0:00:17,5,40%,17.65%
City Records Center - The City of Los Angeles,33,31,0:01:50,12,83.33%,51.52%
Fire Safety Inspection Records - The City of Los Angeles,33,28,0:01:19,15,46.67%,42.42%
Gang Units / Details - LAPD - The City of Los Angeles,33,31,0:07:25,31,87.1%,87.88%
Hazardous Materials (CUPA) - The City of Los Angeles,33,27,0:03:21,26,69.23%,63.64%
Industrial Wastewater Permit - The City of Los Angeles,33,30,0:03:25,21,61.9%,57.58%
"Public Works Projects Bid Results, Summaries, and Evaluations - The City of Los Angeles",33,31,0:04:18,20,75%,60.61%
Citywide Aquatics - The City of Los Angeles,32,30,0:01:39,11,90.91%,50%
Criminal Branch - The City of Los Angeles,32,30,0:02:08,13,92.31%,59.38%
Fiscal Operations Division - LAPD - The City of Los Angeles,32,24,0:03:19,19,84.21%,62.5%
Hanging Shoes Removal from Utility Lines - The City of Los Angeles,32,26,0:02:03,20,60%,62.5%
Inspection of Plumbing - The City of Los Angeles,32,25,0:02:44,19,78.95%,68.75%
Lot Split Information - The City of Los Angeles,32,28,0:03:53,17,70.59%,56.25%
Request for Sand and Sandbags - The City of Los Angeles,32,28,0:03:10,25,84%,75%
Right of Way Application Forms - The City of Los Angeles,32,17,0:03:43,6,50%,21.88%
Text-a-Tip - LAPD - The City of Los Angeles,32,27,0:09:19,26,80.77%,81.25%
Water Resources Planning: One Water LA Plan - The City of Los Angeles,32,27,0:02:22,12,91.67%,59.38%
Assigned Inspector Supervisor(s) - The City of Los Angeles,31,31,0:00:47,3,66.67%,29.03%
Department of Cultural Affairs Grants Administration Division - The City of Los Angeles,31,27,0:01:15,23,78.26%,70.97%
Owner-Builder Permits - The City of Los Angeles,31,27,0:00:33,22,59.09%,51.61%
Pre-Inspections - The City of Los Angeles,31,29,0:03:27,25,72%,70.97%
Request Storm Drain Maintenance/Repair - The City of Los Angeles,31,30,0:00:43,20,85%,70.97%
Sewer Capacity Availability Review and Clearance - The City of Los Angeles,31,25,0:03:55,18,55.56%,61.29%
Standing/Ponding/Stagnant Water (West Nile Virus) - The City of Los Angeles,31,23,0:07:41,16,75%,51.61%
Transportation FAQ - The City of Los Angeles,31,27,0:00:22,2,100%,32.26%
"Background, Certifications, Folders, Records (Personnel) - The City of Los Angeles",30,25,0:02:19,11,54.55%,36.67%
Community Relations Office - LAPD Police Stations - The City of Los Angeles,30,28,0:01:36,23,86.96%,80%
Excavation Permit for Utility Companies - U Permit - The City of Los Angeles,30,29,0:00:34,16,75%,66.67%
Sewer Odor Control - The City of Los Angeles,30,24,0:06:11,21,80.95%,73.33%
Training Division - LAPD (Ahmanson Center) - The City of Los Angeles,30,27,0:07:24,26,80.77%,83.33%
Water Conservation - The City of Los Angeles,30,27,0:02:36,12,100%,60%
Building and Safety Inspection Results - The City of Los Angeles,29,25,0:02:17,10,60%,44.83%
City Council Meeting-Live and On-Demand - The City of Los Angeles,29,26,0:00:50,16,6.25%,27.59%
City Planning Commission (CPC) - The City of Los Angeles,29,25,0:01:10,1,0%,48.28%
City Risk Management - The City of Los Angeles,29,27,0:00:38,10,90%,82.76%
Credit Union - LAPD (various locations) - The City of Los Angeles,29,25,0:01:31,24,75%,79.31%
Fishing - The City of Los Angeles,29,24,0:00:26,9,77.78%,51.72%
Meeting Rooms - The City of Los Angeles,29,27,0:02:56,20,90%,82.76%
Recreation and Parks Wedding or Event Sites - The City of Los Angeles,29,28,0:00:32,12,91.67%,55.17%
Zoning Letter Request for Individual Property - The City of Los Angeles,29,28,0:01:59,19,94.74%,82.76%
Executive Opportunities - The City of Los Angeles,28,25,0:01:03,3,100%,25%
Fire Permits Renewal Information - The City of Los Angeles,28,26,0:02:18,15,66.67%,64.29%
"Los Angeles Homeless Services Authority, Comments and Complaints - The City of Los Angeles",28,24,0:01:56,10,70%,39.29%
Pershing Square - The City of Los Angeles,28,27,0:00:48,8,75%,42.86%
Zoning Code Manual and Commentary - The City of Los Angeles,28,27,0:02:08,12,75%,57.14%
Bradley Series 1973-1993 - The City of Los Angeles,27,24,0:00:08,0,0%,22.22%
Grace E. Simons Lodge - The City of Los Angeles,27,26,0:02:38,16,87.5%,55.56%
Griffith Park - The City of Los Angeles,27,25,0:03:21,3,100%,37.04%
Library Hours/Locations - The City of Los Angeles,27,26,0:01:14,6,83.33%,66.67%
Office of Discrimination Complaint Resolution - The City of Los Angeles,27,23,0:02:09,17,82.35%,62.96%
Requests for Fire Investigation Reports - The City of Los Angeles,27,23,0:03:38,19,78.95%,70.37%
Survey Monument Coordinates - The City of Los Angeles,27,26,0:03:08,19,84.21%,81.48%
Volunteer Opportunities at the L.A. Public Library - The City of Los Angeles,27,26,0:03:14,4,75%,40.74%
Affordable Housing Bond Program - The City of Los Angeles,26,20,0:01:35,18,61.11%,65.38%
Brush Clearance Enforcement - The City of Los Angeles,26,26,0:02:28,23,95.65%,88.46%
Claims Against the City for Damages or for Refunds - The City of Los Angeles,26,23,0:04:49,3,66.67%,61.54%
Construction Surface Water and Groundwater Management - The City of Los Angeles,26,25,0:01:53,4,100%,30.77%
Council District 8 - The City of Los Angeles,26,25,0:00:39,20,80%,76.92%
Excavation Permit for Private Contractors - E Permit - The City of Los Angeles,26,23,0:01:21,13,76.92%,57.69%
Fire Prevention Bureau - Public Assemblage - The City of Los Angeles,26,23,0:01:28,19,52.63%,57.69%
Peak Hours Construction Enforcement - The City of Los Angeles,26,23,0:03:06,14,64.29%,57.69%
Pumpkin and Christmas Tree Lots Permits - The City of Los Angeles,26,22,0:05:08,17,82.35%,69.23%
Radius Map - The City of Los Angeles,26,26,0:00:22,16,93.75%,65.38%
Commission on Community & Family Services - The City of Los Angeles,25,23,0:01:19,7,71.43%,36%
Department of Cultural Affairs Community Arts Division - The City of Los Angeles,25,25,0:02:25,16,62.5%,52%
Disability Access and Services - The City of Los Angeles,25,21,0:01:32,6,83.33%,52%
MyLA311: Mobile Phone Application - The City of Los Angeles,25,22,0:00:38,4,0%,16%
Private Property Survey - The City of Los Angeles,25,20,0:02:46,12,75%,60%
Ready for Women: Fellowship Program - The City of Los Angeles,25,19,0:02:34,5,40%,44%
Coroner - The City of Los Angeles,24,18,0:01:40,14,42.86%,58.33%
Department of Cultural Affairs Public Art Division - The City of Los Angeles,24,22,0:02:36,17,82.35%,79.17%
LA Kids - The City of Los Angeles,24,21,0:00:24,9,77.78%,50%
LA PARKS Service Request Application - The City of Los Angeles,24,22,0:00:44,2,100%,25%
LADOT Dash & Commuter Express Real-Time Information - The City of Los Angeles,24,22,0:02:42,7,85.71%,58.33%
Los Angeles Fire Department Brush Clearance Web Payment - The City of Los Angeles,24,19,0:01:47,13,69.23%,62.5%
Requirements when Selling Residential and Commercial Property - The City of Los Angeles,24,18,0:05:08,14,78.57%,70.83%
Riordan Series 1993-2001 - The City of Los Angeles,24,20,0:00:11,0,0%,4.17%
Supply Services and Purchasing for the City of LA - The City of Los Angeles,24,24,0:02:53,11,90.91%,58.33%
Breeding Animals - The City of Los Angeles,23,20,0:01:11,1,100%,34.78%
Chinese American Museum - The City of Los Angeles,23,23,0:02:34,14,71.43%,52.17%
Dept of Neighborhood Empowerment - Comments and Complaints - The City of Los Angeles,23,21,0:01:56,12,83.33%,56.52%
Filming Permits/Filming Inspections/Studio Inspections - The City of Los Angeles,23,21,0:01:36,4,100%,52.17%
Homeowner Guide for Additions and Remodeling - The City of Los Angeles,23,21,0:04:04,13,69.23%,60.87%
Mayor Eric Garcetti Press Office - The City of Los Angeles,23,20,0:02:53,11,81.82%,56.52%
Other City Commissions - The City of Los Angeles,23,19,0:00:19,1,0%,13.04%
Recreation Center Information - The City of Los Angeles,23,22,0:03:05,13,69.23%,52.17%
Septic Tanks - Private Sewage Disposal System - The City of Los Angeles,23,19,0:06:13,12,66.67%,52.17%
Street Resurfacing - The City of Los Angeles,23,19,0:00:41,1,100%,30.43%
Tobacco Retailer's Permit Renewal Information - The City of Los Angeles,23,19,0:00:33,14,71.43%,56.52%
"Traffic Divisions, Front Desk (4 Bureaus) - The City of Los Angeles",23,22,0:01:18,7,85.71%,60.87%
Used Tires/Bulky Item Drop-Off - The City of Los Angeles,23,21,0:02:46,18,88.89%,86.96%
Become a Docent at El Pueblo - The City of Los Angeles,22,22,0:00:57,1,100%,18.18%
Hydrants & Access Unit - The City of Los Angeles,22,21,0:01:04,20,95%,95.45%
Internal Affairs Group - LAPD - The City of Los Angeles,22,22,0:00:09,21,100%,95.45%
LADWP Central Operator - The City of Los Angeles,22,20,0:00:53,16,68.75%,63.64%
Personnel Department Deferred Compensation - The City of Los Angeles,22,19,0:01:26,10,70%,63.64%
Report a Property Violation (for Apartments) - The City of Los Angeles,22,20,0:02:01,8,62.5%,45.45%
America Tropical Interpretive Center - The City of Los Angeles,21,19,0:02:33,13,92.31%,76.19%
Centerline Notes - The City of Los Angeles,21,19,0:00:53,11,81.82%,47.62%
Complaint - The City of Los Angeles,21,18,0:00:34,4,25%,19.05%
Hillside Construction Plan Review - The City of Los Angeles,21,18,0:03:06,10,90%,57.14%
Park Rangers - The City of Los Angeles,21,21,0:01:19,16,68.75%,61.9%
Parking at El Pueblo - The City of Los Angeles,21,18,0:10:22,17,88.24%,85.71%
Pay Building and Safety Invoices Online - The City of Los Angeles,21,17,0:01:34,5,80%,52.38%
Purchasing Extra-Capacity Tags - The City of Los Angeles,21,20,0:00:57,6,83.33%,52.38%
Septic Systems - Onsite Wastewater Treatment Systems (OWTS) Program - The City of Los Angeles,21,20,0:03:23,17,82.35%,85.71%
Vendor Payment Services - The City of Los Angeles,21,16,0:05:38,10,70%,47.62%
Water and power conservation information - The City of Los Angeles,21,18,0:01:03,6,100%,52.38%
Water Resources Planning - The City of Los Angeles,21,20,0:02:51,3,100%,61.9%
Citywide Construction and Demolition Waste Recycling Requirements - The City of Los Angeles,20,17,0:03:40,4,100%,60%
Current Bid Information for Suppliers - The City of Los Angeles,20,15,0:01:41,3,100%,40%
Fire Dept. Safety Officer - The City of Los Angeles,20,19,0:01:10,4,75%,35%
Food Service Establishment Waste Disposal Requirements - The City of Los Angeles,20,18,0:04:05,7,71.43%,55%
Funding Capital Projects (Community Development Block Grants) - The City of Los Angeles,20,17,0:01:43,10,80%,45%
High-Rise Fire Safety Enforcement - The City of Los Angeles,20,20,0:05:09,16,81.25%,80%
Incentives: State Enterprise Zone Program - The City of Los Angeles,20,20,0:00:58,14,92.86%,85%
Japanese Garden Docent-led Tours - The City of Los Angeles,20,19,0:00:51,1,0%,30%
Los Angeles City Utility Tax Information - The City of Los Angeles,20,20,0:01:04,3,100%,25%
Para Visitantes - La ciudad de Los Ìngeles,20,13,0:00:49,0,0%,10%
Request for an Inspection by a Deputy Inspector - The City of Los Angeles,20,20,0:01:24,13,84.62%,70%
Small Business Loan Program - The City of Los Angeles,20,20,0:00:42,18,55.56%,50%
Volunteer Cleanup Assistance / Community Beautification - The City of Los Angeles,20,18,0:00:45,12,75%,55%
West Traffic Division - LAPD - The City of Los Angeles,20,17,0:01:41,16,87.5%,80%
Adult Entertainment Establishment Location Enforcement - The City of Los Angeles,19,17,0:02:09,15,73.33%,57.89%
Certification of Women Business Enterprises (WBE) - The City of Los Angeles,19,18,0:00:31,7,85.71%,57.89%
Fire Recruitment Information - The City of Los Angeles,19,18,0:05:00,5,80%,47.37%
Flood Zone and Insurance Information - The City of Los Angeles,19,18,0:00:23,14,92.86%,78.95%
General Information - The City of Los Angeles,19,17,0:00:27,1,100%,26.32%
Graffiti and Illegal Dumping Reward Program Applications - LAPD - The City of Los Angeles,19,14,0:02:25,8,62.5%,52.63%
La Plaza de Cultura y Artes - The City of Los Angeles,19,16,0:03:26,9,77.78%,57.89%
Recyclable items - The City of Los Angeles,19,17,0:02:02,2,100%,63.16%
Restaurant & Hospitality Express Permitting Program - The City of Los Angeles,19,16,0:00:49,11,54.55%,36.84%
Swimming Pool Facilities - The City of Los Angeles,19,19,0:09:47,17,76.47%,78.95%
Valley Region Headquarters - The City of Los Angeles,19,19,0:00:23,16,93.75%,84.21%
Valley Traffic Division - LAPD - The City of Los Angeles,19,17,0:01:32,16,87.5%,84.21%
Viewing of Sanborn Maps - The City of Los Angeles,19,18,0:01:22,15,80%,68.42%
Above Sea Level Survey Benchmarks - The City of Los Angeles,18,17,0:09:43,15,100%,88.89%
Board of Building and Safety Commission Appeals - The City of Los Angeles,18,16,0:01:00,8,87.5%,38.89%
Development Services Case Management - The City of Los Angeles,18,16,0:03:24,13,76.92%,61.11%
Electrical or Fire Life Safety Questions - The City of Los Angeles,18,17,0:04:23,15,93.33%,88.89%
Employment Verification for Past City Employees - The City of Los Angeles,18,17,0:02:39,12,83.33%,77.78%
FamilySource System (FSCs) - Community Centers for Families with Youth - The City of Los Angeles,18,15,0:06:02,7,85.71%,61.11%
Final Map Clearance of Subdivision Maps - The City of Los Angeles,18,16,0:00:45,1,100%,5.56%
HCIDLA public records requests & subpoena acceptance - The City of Los Angeles,18,18,0:06:46,16,68.75%,72.22%
Permit for Minor Right of Way Construction - A Permit - The City of Los Angeles,18,17,0:03:14,4,75%,50%
Senior Training and Employment - The City of Los Angeles,18,18,0:01:19,7,57.14%,55.56%
Traffic Volume Counts Reports - The City of Los Angeles,18,17,0:04:13,14,85.71%,88.89%
Underground Storage Tanks - Enforcement - The City of Los Angeles,18,13,0:02:52,3,66.67%,33.33%
Victim-Witness Assistance Program - The City of Los Angeles,18,17,0:04:19,12,83.33%,66.67%
Commercial Crimes Division - LAPD - The City of Los Angeles,17,14,0:02:20,11,90.91%,70.59%
Debt Management - The City of Los Angeles,17,17,0:00:14,11,81.82%,76.47%
Historic Preservation Overlays - The City of Los Angeles,17,13,0:03:00,10,90%,70.59%
Medical Marijuana - The City of Los Angeles,17,14,0:01:23,2,100%,52.94%
Personnel Department Firefighter Selection Process - The City of Los Angeles,17,16,0:00:29,0,0%,35.29%
Recreation and Parks Volunteer Section - The City of Los Angeles,17,16,0:02:01,1,100%,47.06%
Recruitment and Employment Division - LAPD - The City of Los Angeles,17,16,0:02:55,13,84.62%,76.47%
Refunds/Claims - The City of Los Angeles,17,15,0:01:27,5,60%,47.06%
Restraining Orders - The City of Los Angeles,17,16,0:01:23,15,80%,76.47%
Speakers Bureau - LAX - The City of Los Angeles,17,15,0:01:44,1,0%,17.65%
Tobacco Retailer's Permit General Information - The City of Los Angeles,17,15,0:07:58,13,84.62%,88.24%
Transit Store - The City of Los Angeles,17,16,0:01:29,9,88.89%,64.71%
Wood Frame Provisions for One Story Residential Construction - The City of Los Angeles,17,14,0:04:05,9,66.67%,58.82%
Workers' Compensation - Sworn Police Claims - The City of Los Angeles,17,14,0:01:45,10,80%,82.35%
Bicycle Parking - The City of Los Angeles,16,13,0:03:48,3,33.33%,56.25%
Board of Civil Service Commissioners - The City of Los Angeles,16,15,0:04:23,2,50%,50%
Bus Stop Regulation - The City of Los Angeles,16,15,0:00:18,0,0%,25%
Business Customer Service Requests - The City of Los Angeles,16,16,0:02:54,15,93.33%,87.5%
CelomestskÌ_ Services - City of Los Angeles,16,9,0:00:21,1,100%,6.25%
Central Traffic Division - LAPD - The City of Los Angeles,16,16,0:01:07,14,85.71%,87.5%
City Archives - The City of Los Angeles,16,14,0:02:24,0,0%,37.5%
DataLA-Open Data Portal for the City of Los Angeles - The City of Los Angeles,16,15,0:03:56,1,0%,56.25%
Fire Prevention Bureau - Fire Protection Equipment - The City of Los Angeles,16,15,0:05:22,12,75%,62.5%
Free City Wi-Fi and Public Access Computers - The City of Los Angeles,16,11,0:01:09,2,50%,37.5%
Hearing Notices - The City of Los Angeles,16,14,0:00:18,9,88.89%,75%
Housing Loan Servicing and Management - The City of Los Angeles,16,15,0:00:32,9,66.67%,56.25%
Illegal Dumping Crime Tip - The City of Los Angeles,16,15,0:05:44,4,100%,37.5%
Information Technology Bureau - LAPD - The City of Los Angeles,16,13,0:01:32,6,50%,37.5%
Pour Visiteurs - La ville de Los Angeles,16,8,0:01:10,0,0%,12.5%
"Public, Educational and Community Cable TV Station- LA 36 - The City of Los Angeles",16,14,0:00:28,12,75%,81.25%
Requesting Street Light glare shields - The City of Los Angeles,16,14,0:09:34,10,80%,81.25%
Special Maps - The City of Los Angeles,16,15,0:02:11,5,80%,50%
Swimming Pool Draining Tips - The City of Los Angeles,16,16,0:00:00,14,100%,100%
Typography - The City of Los Angeles,16,12,0:00:33,11,81.82%,75%
Underground Storage Tank - File Review - The City of Los Angeles,16,16,0:04:45,15,93.33%,93.75%
Volunteer Cleanup Assistance - The City of Los Angeles,16,16,0:01:44,11,90.91%,68.75%
Voter Registration - The City of Los Angeles,16,15,0:01:59,7,28.57%,43.75%
Zoning Affidavit Verification - The City of Los Angeles,16,15,0:03:08,9,55.56%,43.75%
Adopt-A-Median / Community Beautification - The City of Los Angeles,15,12,0:03:37,11,72.73%,66.67%
Behavioral Science Services - LAPD - The City of Los Angeles,15,13,0:02:23,12,83.33%,86.67%
Bids and Construction Contracts - The City of Los Angeles,15,14,0:00:23,4,100%,60%
Building Permit Information Correction - The City of Los Angeles,15,13,0:01:52,8,75%,53.33%
Constitutional Policing Unit - LAPD - The City of Los Angeles,15,15,0:00:00,14,100%,100%
Disabled Parking Zones - The City of Los Angeles,15,10,0:05:25,7,42.86%,46.67%
Emergency Operations Division - LAPD - The City of Los Angeles,15,15,0:00:54,14,78.57%,80%
"Employment Verification-City Clerk, Mayor, Council - The City of Los Angeles",15,15,0:00:54,4,25%,33.33%
Energy Efficiency Solutions/Incentive Programs - The City of Los Angeles,15,14,0:03:48,2,100%,40%
Historic Preservation - The City of Los Angeles,15,15,0:00:18,6,83.33%,86.67%
Labor Compliance Monitoring - The City of Los Angeles,15,15,0:02:33,10,100%,73.33%
Los Angeles Fire Department Volunteer Programs - The City of Los Angeles,15,14,0:01:02,1,0%,33.33%
Municipal Sports - The City of Los Angeles,15,13,0:00:29,4,75%,40%
Palm Fronds from City Trees - The City of Los Angeles,15,12,0:04:46,2,100%,40%
Provide your feedback to Bureau of Sanitation - The City of Los Angeles,15,15,0:00:11,6,83.33%,80%
"Public Pay Phones, TDD - ONT - The City of Los Angeles",15,14,0:00:42,14,92.86%,93.33%
Robbery-Homicide Division - LAPD - The City of Los Angeles,15,15,0:00:28,14,100%,93.33%
Staden Los Angeles,15,13,0:00:41,13,76.92%,80%
Storm Emergencies - The City of Los Angeles,15,14,0:07:41,3,66.67%,80%
"Tract, parcel map, private street pre-consultation - The City of Los Angeles",15,13,0:02:25,5,40%,26.67%
Wildlife - The City of Los Angeles,15,14,0:02:55,8,87.5%,73.33%
Advanced Notification of Permit Expiration - The City of Los Angeles,14,13,0:00:52,3,100%,35.71%
Automated Records & Files - The City of Los Angeles,14,13,0:14:37,11,81.82%,85.71%
Council Files - The City of Los Angeles,14,13,0:00:58,6,50%,50%
Election Information - The City of Los Angeles,14,13,0:01:13,0,0%,42.86%
Golf Operations and Maintenance - The City of Los Angeles,14,14,0:00:44,1,0%,7.14%
Hazardous Waste Generator Program - The City of Los Angeles,14,14,0:00:56,4,75%,35.71%
Indian Rhino Encounter - The City of Los Angeles,14,14,0:00:42,5,100%,42.86%
Industrial and Commercial Unit - Permits - The City of Los Angeles,14,11,0:03:17,3,0%,28.57%
La cittÌÊ di Los Angeles,14,14,0:00:05,14,92.86%,92.86%
Lot Cleaning - The City of Los Angeles,14,12,0:00:33,0,0%,28.57%
Miasto Los Angeles,14,13,0:02:53,13,46.15%,50%
Parking Enforcement Officer Complaints - The City of Los Angeles,14,13,0:01:27,10,90%,92.86%
Personnel Department Police Officer Selection - The City of Los Angeles,14,13,0:01:37,3,66.67%,42.86%
Property Division - LAPD - The City of Los Angeles,14,14,0:02:07,14,92.86%,92.86%
Recreation and Parks Senior Citizen Center - The City of Los Angeles,14,13,0:00:37,9,55.56%,42.86%
street light out on steel or concrete pole - The City of Los Angeles,14,14,0:01:43,7,100%,57.14%
Street Services Emergency After Hours Services - The City of Los Angeles,14,12,0:03:59,0,0%,42.86%
Volunteer Information Professionals (VIP) - The City of Los Angeles,14,14,0:01:56,3,100%,35.71%
Workers' Compensation Fraud - The City of Los Angeles,14,12,0:00:30,9,44.44%,35.71%
Automatic Public Toilets (APT's) - The City of Los Angeles,13,10,0:01:24,10,80%,76.92%
Board of Police Commissioners - The City of Los Angeles,13,12,0:03:36,12,91.67%,92.31%
Building Trade Licensing - The City of Los Angeles,13,12,0:00:50,5,100%,53.85%
Bureau of Sanitation Employment Verification - The City of Los Angeles,13,13,0:00:51,4,75%,61.54%
Certification of Small and Local Business Enterprises (SLBE) - The City of Los Angeles,13,12,0:01:01,0,0%,38.46%
City Budget Information - The City of Los Angeles,13,13,0:01:50,1,100%,69.23%
Emergency response for street light out or damaged - The City of Los Angeles,13,12,0:03:10,3,66.67%,38.46%
Estimated Inspection Time of Arrival Lookup or Inquiry - The City of Los Angeles,13,12,0:02:53,8,75%,61.54%
Fort MacArthur Military Museum - The City of Los Angeles,13,12,0:02:03,2,100%,30.77%
