Page Title,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit
Sewer Permit - S Permit - The City of Los Angeles,59,48,0:03:23,30,73.33%,57.63%
Zoning Letter Request for Individual Property - The City of Los Angeles,59,53,0:07:15,35,85.71%,74.58%
Fire Dept. Personnel Service - The City of Los Angeles,58,53,0:01:37,34,76.47%,63.79%
Supply Division - LAPD - The City of Los Angeles,58,52,0:01:32,49,93.88%,84.48%
Customer Contact Center Hours of Operation - The City of Los Angeles,57,50,0:02:36,2,100%,43.86%
Missing Persons - LAPD - The City of Los Angeles,57,54,0:05:12,52,94.23%,91.23%
Most Requested Services for Businesses - The City of Los Angeles,57,48,0:01:05,3,66.67%,19.3%
Currency Exchange -- LAX - The City of Los Angeles,56,51,0:05:34,50,92%,89.29%
Die Stadt Los Angeles,56,47,0:00:36,46,73.91%,73.21%
Emergency Service/Trouble Requests - The City of Los Angeles,56,53,0:02:41,37,94.59%,75%
Industrial Wastewater Permit - The City of Los Angeles,56,48,0:03:12,35,71.43%,66.07%
Los Angeles Fire Department Brush Clearance Web Payment - The City of Los Angeles,56,46,0:01:49,33,54.55%,57.14%
Curbside Passenger Pickup/Dropoff - LAX - The City of Los Angeles,55,49,0:03:02,49,81.63%,83.64%
Manual Trash Collection - The City of Los Angeles,55,48,0:02:34,2,50%,36.36%
Motor Transport Division - LAPD - The City of Los Angeles,54,51,0:00:56,42,95.24%,83.33%
Parcel Profile Report - The City of Los Angeles,54,46,0:02:34,34,67.65%,62.96%
Search Registered Lobbyists - The City of Los Angeles,54,42,0:02:35,36,72.22%,68.52%
Utility Tax Exemption - The City of Los Angeles,54,47,0:02:06,24,83.33%,57.41%
City's Fraud Hotline - The City of Los Angeles,53,47,0:01:46,6,50%,37.74%
Cityride - The City of Los Angeles,53,40,0:01:10,38,68.42%,64.15%
Fire Safety Inspection Records - The City of Los Angeles,53,41,0:00:47,25,56%,52.83%
Food Service Establishment Waste Disposal Requirements - The City of Los Angeles,53,45,0:03:04,25,84%,58.49%
Open bids & RFP's - LAX - The City of Los Angeles,53,49,0:00:38,26,65.38%,45.28%
Workers' Compensation - Sworn Fire Claims - The City of Los Angeles,53,45,0:02:20,40,75%,69.81%
Incentives: State Enterprise Zone Program - The City of Los Angeles,52,41,0:02:35,33,78.79%,69.23%
Personnel Department Police Officer Selection - The City of Los Angeles,52,48,0:01:42,6,83.33%,50%
City Budget Information - The City of Los Angeles,51,46,0:06:00,3,66.67%,58.82%
"Port of LA (Harbor Department) Contracts, Bids, and Purchase Orders - The City of Los Angeles",51,43,0:04:03,37,64.86%,64.71%
Reporting Disabled Parking Abuse - The City of Los Angeles,51,41,0:03:28,22,77.27%,60.78%
Send Feedback - The City of Los Angeles,51,39,0:00:38,0,0%,19.61%
"Subdivisions (Parcel Map, Tract Map, Private Streets General Inf) - The City of Los Angeles",51,42,0:01:20,33,66.67%,64.71%
Parking at El Pueblo - The City of Los Angeles,50,48,0:08:04,45,91.11%,90%
Alarm System Police Permit Renewal Information - The City of Los Angeles,49,46,0:03:48,28,60.71%,65.31%
"Background, Certifications, Folders, Records (Personnel) - The City of Los Angeles",49,44,0:00:51,14,78.57%,46.94%
BOS White and Green Mesh Trash Receptacles - The City of Los Angeles,49,48,0:01:24,3,66.67%,59.18%
California Highway Patrol (CHP)/Southern Division - The City of Los Angeles,49,38,0:01:29,38,73.68%,73.47%
Very High Fire Hazard Severity Zone Map - The City of Los Angeles,49,40,0:01:01,37,81.08%,75.51%
Water Conservation - The City of Los Angeles,49,42,0:01:59,16,68.75%,32.65%
YouthSource System (YSCs) - Youth Career and Educational Services - The City of Los Angeles,49,41,0:01:26,16,87.5%,42.86%
A cidade de Los Angeles,48,40,0:00:41,40,72.5%,75%
Council District 8 - The City of Los Angeles,48,43,0:02:56,38,68.42%,70.83%
Office of Discrimination Complaint Resolution - The City of Los Angeles,48,41,0:02:42,32,81.25%,66.67%
Civic Center Area Parking Lots - The City of Los Angeles,46,39,0:05:02,30,76.67%,67.39%
Hazardous Materials (CUPA) - The City of Los Angeles,46,41,0:02:55,37,72.97%,65.22%
Hyperion Treatment Plant Tours - The City of Los Angeles,46,41,0:00:53,38,76.32%,73.91%
Mayor's Office of Housing & Economic Development - The City of Los Angeles,46,38,0:01:40,18,50%,39.13%
Meeting Rooms - The City of Los Angeles,46,43,0:01:49,19,78.95%,58.7%
Excavation Permit for Private Contractors - E Permit - The City of Los Angeles,45,45,0:02:22,17,88.24%,55.56%
Grace E. Simons Lodge - The City of Los Angeles,45,41,0:02:39,20,60%,48.89%
Assigned Inspector Supervisor(s) - The City of Los Angeles,44,42,0:00:51,3,33.33%,29.55%
Centerline Notes - The City of Los Angeles,44,39,0:04:52,19,78.95%,70.45%
Golf Reservations - The City of Los Angeles,44,39,0:03:06,28,85.71%,81.82%
Mayor Eric Garcetti Press Office - The City of Los Angeles,44,41,0:03:58,22,72.73%,54.55%
Permits - The City of Los Angeles,44,38,0:01:18,2,50%,20.45%
Rebuild Letter Request for Restoration of Damaged Buildings - The City of Los Angeles,44,40,0:03:52,37,91.89%,90.91%
Small Business Loan Program - The City of Los Angeles,44,38,0:01:49,33,57.58%,47.73%
Speed Zone Surveys - The City of Los Angeles,44,39,0:01:15,37,86.49%,81.82%
Board of Civil Service Commissioners - The City of Los Angeles,43,39,0:06:57,7,57.14%,79.07%
Government Cable TV Station- LA CityView 35 - The City of Los Angeles,43,37,0:04:15,34,67.65%,67.44%
Hazardous Waste Generator Program - The City of Los Angeles,43,29,0:01:18,11,36.36%,34.88%
Los Angeles Neighborhood Housing Services - The City of Los Angeles,43,33,0:01:05,20,80%,48.84%
Request Sewer Maintenance/Repair - The City of Los Angeles,43,41,0:02:13,18,83.33%,72.09%
Citywide Aquatics - The City of Los Angeles,42,37,0:01:06,15,53.33%,57.14%
Dept of Neighborhood Empowerment - Comments and Complaints - The City of Los Angeles,42,35,0:03:40,16,62.5%,50%
Executive Opportunities - The City of Los Angeles,42,40,0:01:09,5,40%,21.43%
LA Kids - The City of Los Angeles,42,40,0:01:44,16,87.5%,52.38%
La ville de Los Angeles,42,40,0:01:16,39,71.79%,71.43%
Owner-Builder Permits - The City of Los Angeles,42,36,0:02:21,27,77.78%,71.43%
Permit for Major Right of Way Construction - B Permit - The City of Los Angeles,42,41,0:02:04,30,83.33%,80.95%
Solid Waste Collection Services - The City of Los Angeles,42,42,0:01:03,8,50%,50%
Swimming Pool Facilities - The City of Los Angeles,42,38,0:01:19,28,92.86%,83.33%
Department of Cultural Affairs Grants Administration Division - The City of Los Angeles,41,38,0:03:31,24,70.83%,58.54%
Survey Monument Coordinates - The City of Los Angeles,41,35,0:02:23,28,67.86%,63.41%
Complaints regarding Bureau of Street Lighting - The City of Los Angeles,40,36,0:01:40,17,52.94%,40%
Engineering Review of Conditional Use Permits - The City of Los Angeles,40,37,0:01:24,18,77.78%,50%
Personnel Department Firefighter Selection Process - The City of Los Angeles,40,39,0:02:35,1,100%,42.5%
Regularly scheduled rental housing code enforcement inspections (SCEP) - The City of Los Angeles,40,34,0:02:20,20,75%,60%
Street Resurfacing - The City of Los Angeles,40,33,0:02:04,5,20%,27.5%
Viewing of Sanborn Maps - The City of Los Angeles,40,37,0:01:50,34,79.41%,72.5%
Excavation Permit for Utility Companies - U Permit - The City of Los Angeles,39,33,0:01:32,15,73.33%,58.97%
Fishing - The City of Los Angeles,39,31,0:04:01,24,75%,64.1%
Hydrants & Access Unit - The City of Los Angeles,39,34,0:04:34,28,82.14%,82.05%
Inspection of Electrical - The City of Los Angeles,39,37,0:03:46,25,60%,56.41%
Personnel Department Deferred Compensation - The City of Los Angeles,39,28,0:02:11,11,72.73%,43.59%
Audio and Video FAQs - The City of Los Angeles,38,36,0:00:58,3,66.67%,21.05%
Human Trafficking Task Force - LAPD - The City of Los Angeles,38,34,0:01:33,32,81.25%,73.68%
La cittÌÊ di Los Angeles,38,31,0:00:46,28,71.43%,68.42%
LA PARKS Service Request Application - The City of Los Angeles,38,32,0:01:19,9,55.56%,31.58%
Police Permits Renewals Information - The City of Los Angeles,38,29,0:02:13,13,69.23%,44.74%
Septic Tanks - Private Sewage Disposal System - The City of Los Angeles,38,30,0:02:09,26,69.23%,65.79%
Zoning Code Manual and Commentary - The City of Los Angeles,38,34,0:02:24,19,73.68%,50%
Griffith Park - The City of Los Angeles,37,37,0:02:48,7,100%,51.35%
Japanese Garden Docent-led Tours - The City of Los Angeles,37,28,0:00:54,2,0%,18.92%
Property Division - LAPD - The City of Los Angeles,37,33,0:04:00,26,76.92%,64.86%
Specific Plans - The City of Los Angeles,37,33,0:04:08,30,73.33%,70.27%
Building Permit Clearance Handbook - The City of Los Angeles,36,35,0:01:47,18,77.78%,66.67%
Community Relations Office - LAPD Police Stations - The City of Los Angeles,36,35,0:00:46,29,89.66%,88.89%
Fire Recruitment Information - The City of Los Angeles,36,34,0:02:17,10,100%,47.22%
Griffith Observatory - The City of Los Angeles,36,32,0:03:45,7,28.57%,27.78%
Medical Marijuana - The City of Los Angeles,36,35,0:01:02,4,75%,52.78%
Municipal Sports - The City of Los Angeles,36,31,0:00:28,14,64.29%,52.78%
Public Easement and Street Vacation - The City of Los Angeles,36,32,0:03:05,23,73.91%,63.89%
Summer Youth Employment Program - The City of Los Angeles,36,33,0:01:46,14,64.29%,36.11%
"Tract Maps, Parcel Maps - The City of Los Angeles",36,33,0:01:55,11,45.45%,36.11%
Trash and Recycling Transfer Station - The City of Los Angeles,36,33,0:03:39,26,80.77%,66.67%
City of Los Angeles Office of Finance Paperless Statements Program - The City of Los Angeles,35,29,0:02:00,1,100%,34.29%
City Risk Management - The City of Los Angeles,35,33,0:03:03,12,91.67%,71.43%
"Los Angeles Homeless Services Authority, Comments and Complaints - The City of Los Angeles",35,27,0:02:00,11,63.64%,42.86%
Private Property Survey - The City of Los Angeles,35,33,0:01:12,26,84.62%,74.29%
Request for an Inspection by a Deputy Inspector - The City of Los Angeles,35,32,0:03:49,25,84%,74.29%
Text-a-Tip - LAPD - The City of Los Angeles,35,34,0:02:00,34,97.06%,97.14%
Water and power conservation information - The City of Los Angeles,35,34,0:01:19,14,57.14%,42.86%
Department of Cultural Affairs Community Arts Division - The City of Los Angeles,34,29,0:02:02,20,80%,61.76%
Household Hazardous Waste & Used Oil Recycling - The City of Los Angeles,34,30,0:02:35,12,66.67%,58.82%
Personnel Department Employment Verification - The City of Los Angeles,34,29,0:01:46,13,76.92%,44.12%
Police Permits General Information - The City of Los Angeles,34,29,0:03:22,7,100%,41.18%
Request for Proposal - The City of Los Angeles,34,33,0:00:56,2,100%,26.47%
Riordan Series 1993-2001 - The City of Los Angeles,34,30,0:00:27,0,0%,5.88%
Building and Safety Inspection Results - The City of Los Angeles,33,27,0:02:13,15,53.33%,54.55%
Department of Cultural Affairs Public Art Division - The City of Los Angeles,33,32,0:05:46,30,86.67%,84.85%
Pershing Square - The City of Los Angeles,33,31,0:00:43,2,50%,27.27%
Radius Map - The City of Los Angeles,33,32,0:00:27,18,94.44%,54.55%
City Records Center - The City of Los Angeles,32,27,0:01:04,9,55.56%,34.38%
Claims Against the City for Damages or for Refunds - The City of Los Angeles,32,26,0:01:43,2,50%,65.62%
Final Map Clearance of Subdivision Maps - The City of Los Angeles,32,31,0:00:14,0,0%,21.88%
Free City Wi-Fi and Public Access Computers - The City of Los Angeles,32,26,0:02:42,5,60%,40.62%
Lot Split Information - The City of Los Angeles,32,29,0:02:55,21,80.95%,68.75%
Requesting Street Light glare shields - The City of Los Angeles,32,32,0:02:35,29,100%,90.62%
Swimming Pool Draining Tips - The City of Los Angeles,32,30,0:01:20,25,92%,84.38%
Tobacco Retailer's Permit General Information - The City of Los Angeles,32,24,0:02:28,16,56.25%,56.25%
Training Division - LAPD (Ahmanson Center) - The City of Los Angeles,32,28,0:03:44,25,92%,84.38%
Volunteer Cleanup Assistance - The City of Los Angeles,32,31,0:03:22,27,81.48%,78.12%
Wildlife - The City of Los Angeles,32,28,0:03:12,16,56.25%,53.12%
Commission on Community & Family Services - The City of Los Angeles,31,28,0:01:42,9,55.56%,29.03%
Development Services Case Management - The City of Los Angeles,31,26,0:01:58,14,71.43%,41.94%
"Fats, Oil and Grease Control Program - The City of Los Angeles",31,24,0:02:47,17,82.35%,61.29%
Friendship Auditorium - The City of Los Angeles,31,29,0:01:45,11,90.91%,41.94%
"Requesting Extra Capacity Containers (extra black,green,blue, & brown) - The City of Los Angeles",31,27,0:00:44,6,83.33%,54.84%
Sewer Odor Control - The City of Los Angeles,31,28,0:02:54,20,90%,70.97%
Supply Services and Purchasing for the City of LA - The City of Los Angeles,31,28,0:03:28,12,66.67%,64.52%
West Traffic Division - LAPD - The City of Los Angeles,31,27,0:01:07,27,81.48%,80.65%
Building Trade Examination Applications and Licenses - The City of Los Angeles,30,28,0:04:04,18,83.33%,60%
Council District 11 - The City of Los Angeles,30,27,0:02:13,19,68.42%,60%
Recreation and Parks Public Information - The City of Los Angeles,30,27,0:01:07,3,33.33%,30%
Restraining Orders - The City of Los Angeles,30,27,0:01:30,25,80%,80%
Stormwater Plan Checks - The City of Los Angeles,30,26,0:03:28,22,68.18%,70%
Transportation FAQ - The City of Los Angeles,30,30,0:00:35,2,100%,23.33%
Zoning changes - The City of Los Angeles,30,30,0:01:44,27,92.59%,86.67%
Bids and Construction Contracts - The City of Los Angeles,29,26,0:01:16,2,100%,37.93%
Building and Safety Inspection Scheduling - The City of Los Angeles,29,23,0:00:49,11,81.82%,62.07%
Disability Access and Services - The City of Los Angeles,29,28,0:02:42,8,50%,37.93%
Emergency Vehicle Operations Center - LAPD - The City of Los Angeles,29,27,0:10:13,25,88%,89.66%
Neighborhood Prosecutor Program (NPP) - The City of Los Angeles,29,24,0:01:17,21,76.19%,68.97%
Other City Commissions - The City of Los Angeles,29,22,0:00:15,0,0%,3.45%
Para Visitantes - La ciudad de Los Angeles,29,20,0:00:41,1,0%,24.14%
Residential Bill Information On Line - The City of Los Angeles,29,21,0:00:23,7,71.43%,51.72%
Status or Disposition of a Construction Plan - The City of Los Angeles,29,26,0:00:48,13,84.62%,51.72%
Zoning Affidavit Verification - The City of Los Angeles,29,27,0:02:26,20,95%,75.86%
Committee Assignments - The City of Los Angeles,28,21,0:01:04,11,63.64%,32.14%
Criminal Branch - The City of Los Angeles,28,25,0:01:14,9,100%,60.71%
Fire Prevention Bureau - Fire Protection Equipment - The City of Los Angeles,28,22,0:01:56,22,72.73%,71.43%
Fire Prevention Bureau - Public Assemblage - The City of Los Angeles,28,26,0:01:12,20,70%,57.14%
Historic Preservation - The City of Los Angeles,28,26,0:03:59,14,71.43%,57.14%
Housing Discrimination Prevention (Fair Housing Services) - The City of Los Angeles,28,27,0:00:49,9,77.78%,60.71%
Peak Hours Construction Enforcement - The City of Los Angeles,28,22,0:06:30,20,80%,71.43%
Special Events at El Pueblo - The City of Los Angeles,28,24,0:02:37,11,81.82%,50%
Central Traffic Division - LAPD - The City of Los Angeles,27,24,0:00:16,20,80%,77.78%
Council Files - The City of Los Angeles,27,25,0:05:09,15,60%,62.96%
Energy Efficiency Solutions/Incentive Programs - The City of Los Angeles,27,20,0:03:26,5,100%,44.44%
Fire Permits Renewal Information - The City of Los Angeles,27,26,0:02:57,11,45.45%,59.26%
MyLA311: Mobile Phone Application - The City of Los Angeles,27,19,0:04:41,5,40%,25.93%
Recruitment and Employment Division - LAPD - The City of Los Angeles,27,24,0:01:36,19,78.95%,66.67%
Sewer Capacity Availability Review and Clearance - The City of Los Angeles,27,23,0:01:20,13,53.85%,40.74%
Special Maps - The City of Los Angeles,27,25,0:01:18,9,77.78%,48.15%
Trees for a Green LA Program - The City of Los Angeles,27,26,0:00:39,16,81.25%,66.67%
Business Customer Service Requests - The City of Los Angeles,26,24,0:02:30,20,85%,80.77%
Creature Camp Out at the Los Angeles Zoo - The City of Los Angeles,26,25,0:07:04,12,91.67%,61.54%
Enforcement of Living Wage Ordinance (LWO) - The City of Los Angeles,26,24,0:03:19,2,50%,53.85%
Los Angeles City Utility Tax Information - The City of Los Angeles,26,21,0:00:23,1,100%,11.54%
Recreation Center Information - The City of Los Angeles,26,21,0:00:45,13,84.62%,53.85%
Senior and Caregiver Legal Services - The City of Los Angeles,26,22,0:02:18,14,71.43%,53.85%
Servicios en toda la ciudad - La Ciudad de Los Angeles,26,24,0:00:22,0,0%,15.38%
Volunteer Opportunities at the L.A. Public Library - The City of Los Angeles,26,25,0:00:42,7,100%,57.69%
Bradley Series 1973-1993 - The City of Los Angeles,25,23,0:00:04,1,100%,12%
City Planning Commission (CPC) - The City of Los Angeles,25,20,0:02:15,0,0%,32%
Environmental Review and Analysis - The City of Los Angeles,25,23,0:01:16,6,83.33%,44%
Hillside Construction Plan Review - The City of Los Angeles,25,17,0:03:02,9,66.67%,36%
Licensing - The City of Los Angeles,25,22,0:02:36,6,83.33%,64%
Report a Property Violation (for Apartments) - The City of Los Angeles,25,23,0:02:58,9,100%,64%
HCIDLA public records requests & subpoena acceptance - The City of Los Angeles,24,19,0:03:05,9,55.56%,37.5%
Hearing Notices - The City of Los Angeles,24,23,0:02:20,18,77.78%,66.67%
Industrial and Commercial Unit - Permits - The City of Los Angeles,24,20,0:00:42,4,75%,25%
Internal Affairs Group - LAPD - The City of Los Angeles,24,21,0:01:15,19,84.21%,79.17%
Orcutt Ranch - The City of Los Angeles,24,24,0:00:34,1,100%,25%
Overload Permits - The City of Los Angeles,24,21,0:05:37,8,62.5%,75%
Permit for Above Ground Telecommunication or Utility Facility - The City of Los Angeles,24,24,0:01:08,16,93.75%,79.17%
Provide your feedback to Bureau of Sanitation - The City of Los Angeles,24,22,0:01:39,3,66.67%,37.5%
Spaymobile - The City of Los Angeles,24,21,0:01:49,9,55.56%,45.83%
Workers' Compensation Fraud - The City of Los Angeles,24,19,0:01:10,12,50%,37.5%
Affordable Housing Bond Program - The City of Los Angeles,23,21,0:02:20,15,73.33%,73.91%
Bicycle License - LAPD - The City of Los Angeles,23,22,0:00:14,22,95.45%,95.65%
Breeding Animals - The City of Los Angeles,23,21,0:01:05,2,50%,34.78%
Burglar Alarms - LAPD - The City of Los Angeles,23,20,0:02:03,5,60%,39.13%
"Employment Verification-City Clerk, Mayor, Council - The City of Los Angeles",23,19,0:02:46,5,80%,39.13%
Library Hours/Locations - The City of Los Angeles,23,20,0:01:36,4,75%,56.52%
Million Trees Initiative - The City of Los Angeles,23,18,0:02:37,6,83.33%,39.13%
Online Noise Complaint Form -- LAX - The City of Los Angeles,23,20,0:00:40,13,69.23%,52.17%
"Public Works Projects Bid Results, Summaries, and Evaluations - The City of Los Angeles",23,21,0:03:27,11,63.64%,52.17%
Requirements when Selling Residential and Commercial Property - The City of Los Angeles,23,20,0:03:47,16,81.25%,78.26%
Senior Citizen Cooling Station - The City of Los Angeles,23,20,0:00:57,6,66.67%,52.17%
Victim-Witness Assistance Program - The City of Los Angeles,23,16,0:09:33,15,80%,65.22%
Zoo World Patch Program for Scouts - The City of Los Angeles,23,21,0:02:41,21,80.95%,82.61%
Accounts Receivable - The City of Los Angeles,22,18,0:01:26,3,33.33%,36.36%
"Board of Public Works Agendas, Minutes - The City of Los Angeles",22,17,0:11:01,7,57.14%,54.55%
City Telephone Directory for Sale - The City of Los Angeles,22,18,0:00:32,7,85.71%,45.45%
Debt Management - The City of Los Angeles,22,18,0:03:27,15,80%,72.73%
Energy Conservation - The City of Los Angeles,22,20,0:03:42,12,83.33%,59.09%
FamilySource System (FSCs) - Community Centers for Families with Youth - The City of Los Angeles,22,22,0:00:49,10,90%,68.18%
Funding Capital Projects (Community Development Block Grants) - The City of Los Angeles,22,20,0:02:44,9,66.67%,45.45%
Homeowner Guide for Additions and Remodeling - The City of Los Angeles,22,16,0:02:18,10,50%,45.45%
Illegal Dumping Crime Tip - The City of Los Angeles,22,19,0:02:24,2,50%,45.45%
Labor Compliance Monitoring - The City of Los Angeles,22,17,0:01:37,11,54.55%,59.09%
Permit for Minor Right of Way Construction - A Permit - The City of Los Angeles,22,20,0:02:19,2,100%,50%
"Public, Educational and Community Cable TV Station- LA 36 - The City of Los Angeles",22,17,0:04:36,16,62.5%,68.18%
Recycling - The City of Los Angeles,22,19,0:04:59,2,100%,59.09%
Requests for Fire Investigation Reports - The City of Los Angeles,22,18,0:01:38,10,70%,54.55%
Restaurant & Hospitality Express Permitting Program - The City of Los Angeles,22,19,0:01:00,12,66.67%,63.64%
Speakers Bureau - LAX - The City of Los Angeles,22,20,0:03:23,6,66.67%,45.45%
Chinese American Museum - The City of Los Angeles,21,19,0:02:02,15,93.33%,76.19%
City Contracts - Online Search - The City of Los Angeles,21,18,0:01:52,7,85.71%,57.14%
Citywide General Plan Elements - The City of Los Angeles,21,18,0:01:18,3,33.33%,28.57%
Commission Investigation Division - LAPD - The City of Los Angeles,21,16,0:04:25,6,66.67%,33.33%
Complaint - The City of Los Angeles,21,18,0:01:44,10,20%,14.29%
Electrical or Fire Life Safety Questions - The City of Los Angeles,21,15,0:04:43,8,62.5%,47.62%
Find Affordable Housing - The City of Los Angeles,21,19,0:01:16,5,80%,61.9%
Indian Rhino Encounter - The City of Los Angeles,21,18,0:03:14,12,83.33%,61.9%
Los Angeles Fire Department Volunteer Programs - The City of Los Angeles,21,18,0:00:55,2,0%,9.52%
Los Angeles Harbor Department Historical Archives - The City of Los Angeles,21,18,0:02:18,4,100%,33.33%
Pumpkin and Christmas Tree Lots Permits - The City of Los Angeles,21,16,0:00:47,13,69.23%,52.38%
Recyclable items - The City of Los Angeles,21,18,0:04:33,4,50%,47.62%
Report Broken Parking Meters - The City of Los Angeles,21,19,0:04:22,16,75%,71.43%
Used Tires/Bulky Item Drop-Off - The City of Los Angeles,21,21,0:01:24,18,83.33%,76.19%
Vendor Payment Services - The City of Los Angeles,21,19,0:02:15,11,63.64%,57.14%
Water Resources Planning - The City of Los Angeles,21,19,0:03:50,6,100%,52.38%
ëÑ ìÛìÎëÈëá ìãëÀìÉ ëÝëÀìâ ë ë_ìãë¦ëµëÈëµìâ,21,19,0:04:56,18,88.89%,80.95%
Automated Records & Files - The City of Los Angeles,20,20,0:00:51,14,78.57%,65%
Behavioral Science Services - LAPD - The City of Los Angeles,20,19,0:02:36,19,84.21%,85%
Citywide Construction and Demolition Waste Recycling Requirements - The City of Los Angeles,20,19,0:01:30,7,100%,60%
DataLA-Open Data Portal for the City of Los Angeles - The City of Los Angeles,20,19,0:01:54,3,66.67%,45%
Employment Verification for Past City Employees - The City of Los Angeles,20,18,0:01:08,12,58.33%,70%
Fire Dept. Fire Station Locations - The City of Los Angeles,20,16,0:01:20,7,85.71%,55%
Los Angeles Police Athletic and Revolver Club - The City of Los Angeles,20,19,0:01:43,19,78.95%,80%
Lot Cleaning - The City of Los Angeles,20,20,0:00:31,1,100%,70%
Low Income Home Energy Assistance Program (LIHEAP) - The City of Los Angeles,20,19,0:01:15,13,84.62%,75%
Passenger Paging - LAX - The City of Los Angeles,20,19,0:02:40,18,88.89%,85%
Picnic Permits - The City of Los Angeles,20,17,0:04:32,13,76.92%,70%
Police Training & Education - LAPD - The City of Los Angeles,20,19,0:00:18,18,94.44%,90%
Professional Standards Bureau - LAPD - The City of Los Angeles,20,18,0:00:36,17,82.35%,80%
"Public Pay Phones, TDD - ONT - The City of Los Angeles",20,19,0:00:19,18,77.78%,80%
Stormwater Drainage/Flooding Complaint - The City of Los Angeles,20,19,0:07:04,13,76.92%,75%
Cash for College - Free Financial Aid for College - The City of Los Angeles,19,19,0:01:43,0,0%,21.05%
CDD Complaints - The City of Los Angeles,19,16,0:01:42,6,16.67%,26.32%
Charter Bus Program - The City of Los Angeles,19,15,0:03:37,10,60%,52.63%
El Pueblo Visitor Center and Avila Adobe Museum - The City of Los Angeles,19,17,0:00:55,14,64.29%,63.16%
LADWP Central Operator - The City of Los Angeles,19,15,0:00:49,8,37.5%,36.84%
Marty Tregnan Golf Academy - The City of Los Angeles,19,19,0:00:14,18,100%,94.74%
Police Sub-stations - LAPD - The City of Los Angeles,19,17,0:13:39,16,87.5%,89.47%
Schools & Churches Inspection - The City of Los Angeles,19,16,0:02:37,13,76.92%,73.68%
Submit a Community Impact Statement - The City of Los Angeles,19,17,0:03:38,9,88.89%,57.89%
View Lobbying Quarterly Reports - The City of Los Angeles,19,19,0:01:31,13,84.62%,84.21%
Become a Docent at El Pueblo - The City of Los Angeles,18,15,0:00:25,0,0%,16.67%
Building Permit Information Correction - The City of Los Angeles,18,18,0:01:00,7,100%,55.56%
Business Inclusion Program - The City of Los Angeles,18,16,0:04:48,14,78.57%,72.22%
Department of Cultural Affairs Marketing and Development Division - The City of Los Angeles,18,17,0:00:37,8,87.5%,66.67%
Fire Dept. Safety Officer - The City of Los Angeles,18,17,0:00:36,2,100%,38.89%
Free Tours of El Pueblo - The City of Los Angeles,18,15,0:00:55,0,0%,27.78%
Media Relations & Community Affairs Group - LAPD - The City of Los Angeles,18,15,0:02:31,12,83.33%,66.67%
Meter Request Service - The City of Los Angeles,18,17,0:00:44,4,100%,38.89%
Office of Operations - LAPD - The City of Los Angeles,18,14,0:00:48,9,66.67%,61.11%
"Port/Harbor Law Enforcement, Security - The City of Los Angeles",18,16,0:01:00,11,81.82%,66.67%
Slight Modification request (case) filing - The City of Los Angeles,18,14,0:08:32,9,66.67%,61.11%
Telephonic Reports Taken By LAPD - The City of Los Angeles,18,18,0:00:00,13,100%,100%
Traffic Volume Counts Reports - The City of Los Angeles,18,17,0:15:36,13,100%,88.89%
¾«Ý¾ä£øüâ,18,13,0:03:45,13,92.31%,72.22%
Advanced Notification of Permit Expiration - The City of Los Angeles,17,16,0:00:23,1,100%,17.65%
Area Planning Commissions (APC) - The City of Los Angeles,17,14,0:05:28,0,0%,23.53%
Construction Surface Water and Groundwater Management - The City of Los Angeles,17,16,0:01:26,1,100%,29.41%
Dog Bites - The City of Los Angeles,17,15,0:02:21,6,50%,52.94%
Emergency response for street light out or damaged - The City of Los Angeles,17,16,0:04:29,7,71.43%,64.71%
Filming Permits/Filming Inspections/Studio Inspections - The City of Los Angeles,17,15,0:01:33,3,66.67%,35.29%
Fiscal Operations Division - LAPD - The City of Los Angeles,17,14,0:01:01,11,81.82%,58.82%
GIS Map Gallery Department of City Planning - The City of Los Angeles,17,16,0:02:02,3,100%,47.06%
Hanging Shoes Removal from Utility Lines - The City of Los Angeles,17,14,0:01:06,12,83.33%,64.71%
Industrial Wastewater Pretreatment Program - The City of Los Angeles,17,17,0:00:32,11,90.91%,76.47%
Robbery-Homicide Division - LAPD - The City of Los Angeles,17,17,0:00:21,17,94.12%,94.12%
"Traffic Divisions, Front Desk (4 Bureaus) - The City of Los Angeles",17,14,0:02:40,5,80%,58.82%
Winter Shelter Program - The City of Los Angeles,17,13,0:00:30,2,100%,29.41%
Wood Frame Provisions for One Story Residential Construction - The City of Los Angeles,17,14,0:04:45,9,77.78%,70.59%
Workers' Compensation - Sworn Police Claims - The City of Los Angeles,17,15,0:04:21,5,60%,47.06%
Bus Stop Regulation - The City of Los Angeles,16,14,0:00:31,3,0%,6.25%
Business Improvement District (BID) Program - The City of Los Angeles,16,12,0:04:56,7,57.14%,62.5%
Certification of Disadvantaged Business Enterprises (DBE) - The City of Los Angeles,16,16,0:04:41,9,88.89%,68.75%
Certification of Small and Local Business Enterprises (SLBE) - The City of Los Angeles,16,16,0:05:25,6,83.33%,62.5%
Fire Prevention Bureau - Legal Liaison Unit - The City of Los Angeles,16,16,0:01:47,10,90%,93.75%
Get Help Researching Fire Department Information - The City of Los Angeles,16,13,0:01:56,2,100%,43.75%
Investor Relations - The City of Los Angeles,16,16,0:00:12,9,88.89%,75%
Miasto Los Angeles,16,14,0:00:55,13,76.92%,68.75%
