Depart #,Dept,Bldg #,Sub ID,Maint Dist,Bldg Name,Bldg Desc,Community,Zip Code,Council Dist,Square Ft,Location 1,Location 2,Location 3,Location 4
1,DGS,1,*,CD,EAGLE ROCK MUNICIPAL BUILDING,Eagle Rock Municipal Building,EAGLE ROCK,90041,14,,"2035
",,"COLORADO
EAGLE ROCK, California 90041
(34.13926229700007, -118.21125022899997)","BL
"
1,DGS,2,*,CC,LOS ANGELES CITY HALL,LOS ANGELES CITY HALL,LOS ANGELES,90012,9,823272,"200
","N
(39.99999921300008, 126.99999930000001)","SPRING
LOS ANGELES, California 90012
(34.05948330100006, -118.24204800499996)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,3,*,SD,SAN PEDRO MUNICIPAL BUILDING,SAN PEDRO MUNICIPAL BUILDING,SAN PEDRO,90731,15,12021,"638
","S
(36.99999657200004, 127.49999749000006)","BEACON
SAN PEDRO, California 90731
(33.732721507000065, -118.29229799399997)","ST
(10.916668402000028, 38.64999824900008)"
1,VAR,3,*,SD,ITA in Ste 301,,Los Angeles,90012,9,6137,"319
","E
(26.582349951000026, 101.71863635200003)","2ND
Los Angeles, California 90012
(34.32367254700006, -118.45577256599995)","St.
(10.916668402000028, 38.64999824900008)"
1,DGS,4,*,ND,SUNLAND-TUJUNGA MUNICIPAL BLDG,SUNLAND-TUJUNGA MUNICIPAL BLDG ROOM #2,TUJUNGA,91042,2,,"7747
",,"FOOTHILL
TUJUNGA, California 91042
(34.24817956800007, -118.28761746999999)","BL
"
1,DGS,5,*,ND,VAN NUYS MUNICIPAL BUILDING,Van Nuys Municipal Building,VAN NUYS,91401,6,0,"14410
",,"SYLVAN
VAN NUYS, California 91401
(34.18485336200007, -118.43173765799997)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,5,A,ND,VAN NUYS MUNICIPAL BUILDING-B & S Office,CITY CLERK OFFICES,VAN NUYS,91401,6,0,"14401
",,"ERWIN
VAN NUYS, California 91401
(34.18364629700005, -118.44763072599994)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,5,B,ND,VAN NUYS MUNICIPAL BUILDING,OLD VAN NUYS LIBRARY,VAN NUYS,91401,6,0,"14555
",,"SYLVAN
VAN NUYS, California 91401
(34.18485336200007, -118.43173765799997)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,5,C,ND,VAN NUYS MUNICIPAL BUILDING,OLD VAN NUYS LIBRARY,VAN NUYS,91401,6,27500,"14553
",,"SYLVAN
VAN NUYS, California 91401
(34.18485336200007, -118.43173765799997)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,5,D,ND,VAN NUYS MUNICIPAL BUILDING,,VAN NUYS,91401,6,0,"14425
",,"ERWIN
VAN NUYS, California 91401
(34.18364629700005, -118.44763072599994)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,5,E,ND,VAN NUYS MUNICIPAL BUILDING ANNEX,,VAN NUYS,91401,6,0,"6265
",,"SYLMAR
VAN NUYS, California 91401
(34.177915374000065, -118.44651436299995)","AV
(13.349998027000026, 98.53332737400007)"
1,DGS,6,*,SD,Former VENICE CITY HALLl  - leased to BEYOND BAROQUE,USE: ARTISAN CENTER / 2 STORY CONCRETE BLDG,VENICE,90291,11,3200,"681
","E
(26.582349951000026, 101.71863635200003)","VENICE
VENICE, California 90291
(33.987410932000046, -118.46877236799997)","BL
"
1,DGS,7,*,CD,WATTS MUNICIPAL BUILDING,WATTS MUNICIPAL BUILDING,WATTS,90002,15,14391,"1513
","E
(26.582349951000026, 101.71863635200003)","103RD
WATTS, California 90002
(33.94895070600006, -118.24697958699994)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,7,A,CD,Watts Municipal Building,,WATTS,90002,15,14391,"1519
","E
(26.582349951000026, 101.71863635200003)","103RD
WATTS, California 90002
(33.94895070600006, -118.24697958699994)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,7,B,CD,Watts Municipal Building,,WATTS,90002,15,14391,"1515
","E
(26.582349951000026, 101.71863635200003)","103RD
WATTS, California 90002
(33.94895070600006, -118.24697958699994)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,8,*,SD,WEST L.A. MUNIClPAL BUILDING,,WEST L. A.,90025,11,17300,"1645
","S
(36.99999657200004, 127.49999749000006)","CORINTH
WEST L. A., California 90025
(34.042696180000064, -118.44660612599995)","AV
(13.349998027000026, 98.53332737400007)"
1,DGS,8,A,SD,WEST L.A. MUNIClPAL BUILDING,WEST L.A. MUNICIPAL BUILDING/COURTROOM 3 DAYS/WEEK,WEST L. A.,90025,11,17300,"1650
",,"PURDUE
WEST L. A., California 90025
(34.04212591400005, -118.44756971099997)","AV
(13.349998027000026, 98.53332737400007)"
1,DGS,8,B,SD,WEST L.A. MUNIClPAL BUILDING,,WEST L. A.,90025,11,17300,"1619
","S
(36.99999657200004, 127.49999749000006)","CORINTH
WEST L. A., California 90025
(34.042696180000064, -118.44660612599995)","AV
(13.349998027000026, 98.53332737400007)"
1,DGS,8,C,SD,WEST L.A. MUNIClPAL BUILDING,,WEST L. A.,90025,11,17300,"1630
",,"PURDUE
WEST L. A., California 90025
(34.04212591400005, -118.44756971099997)","AV
(13.349998027000026, 98.53332737400007)"
1,GSD,9,J,CC,MOUNT LEE PUMP HOUSE,,Los Angeles,90068,4,,"5927
",,"MULHOLLAND
Los Angeles, California 90068
(34.117032993000066, -118.34233751599999)","HY
"
1,DGS,9,T,CD,MT. LEE COMMUNICIATION CENTER,TRANSMITTING & RECEIVING BLDG; 5000 gl TANK,LOS ANGELES,90068,4,0,"3800
",,"MT LEE
LOS ANGELES, California 90068
(34.135439295000026, -118.31671521099997)","DR
"
1,VAR,10,*,CC2,EOC/POC/FIRE DISPATCH,,LOS ANGELES,90012,9,,"500
","E
(26.582349951000026, 101.71863635200003)","TEMPLE
LOS ANGELES, California 90012
(34.05948330100006, -118.24204800499996)","ST
(10.916668402000028, 38.64999824900008)"
1,VAR,10,A,CC2,EOC COMMUNICATION BLDG,,LOS ANGELES,90012,9,1584,"700
","E
(26.582349951000026, 101.71863635200003)","TEMPLE
LOS ANGELES, California 90012
(34.05948330100006, -118.24204800499996)","ST
(10.916668402000028, 38.64999824900008)"
1,VAR,10,P,CC2,PARKING STRUCTURE-EOC/POC/FIRE DISPATCH,,LOS ANGELES,90012,9,,"500
","E
(26.582349951000026, 101.71863635200003)","TEMPLE
LOS ANGELES, California 90012
(34.05948330100006, -118.24204800499996)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,11,*,CC,CITY HALL SOUTH,CITY HALL SOUTH,LOS ANGELES,90012,9,,"111
","E
(26.582349951000026, 101.71863635200003)","1ST
LOS ANGELES, California 90012
(34.32205786700007, -118.48100155799995)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,13,*,SD,Hollywood-Wilshire Muni Bldg,HOLLYWOOD-WILSHIRE MUNI BLDG,HOLLYWOOD,90028,4,25190,"6501
",,"FOUNTAIN
HOLLYWOOD, California 90028
(34.09436215300008, -118.32774076299995)","AV
(13.349998027000026, 98.53332737400007)"
1,DGS,14,*,CC,CITY HALL EAST,CITY HALL EAST,LOS ANGELES,90012,9,1836745,"200
","N
(39.99999921300008, 126.99999930000001)","MAIN
LOS ANGELES, California 90012
(34.05948330100006, -118.24204800499996)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,15,*,CC,L A PUBLIC BLDG,,LOS ANGELES,90012,9,0,"145
","N
(39.99999921300008, 126.99999930000001)","CENTRAL
LOS ANGELES, California 90012
(34.05948330100006, -118.24204800499996)","AV
(13.349998027000026, 98.53332737400007)"
1,DGS,15,A,CC,L A PUBLIC BLDG,FIRE SERVICE,LOS ANGELES,90012,9,0,"160
","N
(39.99999921300008, 126.99999930000001)","CENTRAL
LOS ANGELES, California 90012
(34.05948330100006, -118.24204800499996)","AV
(13.349998027000026, 98.53332737400007)"
1,DGS,15,B,CC,PUBLIC BLDG FACILITY,PUBLIC BLDG FACILITY,LOS ANGELES,90012,0,0,"150
","N
(39.99999921300008, 126.99999930000001)","CENTRAL
LOS ANGELES, California 90012
(34.05948330100006, -118.24204800499996)","AV
(13.349998027000026, 98.53332737400007)"
1,DGS,16,*,CC,"GENERAL SERVICES, PARKING LOT #6","GENERAL SERVICES, PARKING LOT #6",LOS ANGELES,90012,9,0,"135
","N
(39.99999921300008, 126.99999930000001)","CENTRAL
LOS ANGELES, California 90012
(34.05948330100006, -118.24204800499996)","AV
(13.349998027000026, 98.53332737400007)"
1,DGS,17,*,ND,RAYMER ST YARD-GSD,,VAN NUYS,91405,6,0,"14832
",,"RAYMER
VAN NUYS, California 91405
(34.213119078000034, -118.45707505999997)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,17,A,ND,RAYMER ST YD-DOT/St Ltg Whse & Offc (Bldg C),VEHICLE SHELTER,VAN NUYS,91405,6,0,"14832
",,"RAYMER
VAN NUYS, California 91405
(34.213119078000034, -118.45707505999997)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,17,B,ND,RAYMER ST YD-Fleet Svcs Garage (Bldg B),WAREHOUSE AND OFFICE,VAN NUYS,91405,6,0,"14832
",,"RAYMER
VAN NUYS, California 91405
(34.213119078000034, -118.45707505999997)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,17,C,ND,RAYMER ST YD-GSD Car Shelter (Bldg E),WAREHOUSE & LOCKER BLDG,VAN NUYS,91405,6,0,"14832
",,"RAYMER
VAN NUYS, California 91405
(34.213119078000034, -118.45707505999997)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,17,D,ND,RAYMER ST YD-GSD Car Shelter (Bldg D),VEHICLE SHELTER,VAN NUYS,91405,6,0,"14832
",,"RAYMER
VAN NUYS, California 91405
(34.213119078000034, -118.45707505999997)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,17,E,ND,RAYMER ST YD-GSD No Dist& Warehouse (Bldg F),SERVICE BUILDING,VAN NUYS,91405,6,0,"14832
",,"RAYMER
VAN NUYS, California 91405
(34.213119078000034, -118.45707505999997)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,18,*,PT,C.ERWIN PIPER TECHNICAL CENTER,KITCHEN AREA OF PIPER TECH/MEALS FOR ELDERLY,LOS ANGELES,90012,14,1300000,"555
","E
(26.582349951000026, 101.71863635200003)","RAMIREZ
LOS ANGELES, California 90012
(34.054153006000035, -118.23127582499995)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,19,*,SD,CONSTITUENT SERVICE CENTER - So. Central,MINI-CITY HALL,SOUTH CENTRAL,90044,8,15000,"8475
","S
(36.99999657200004, 127.49999749000006)","VERMONT
SOUTH CENTRAL, California 90044
(33.953860562000045, -118.29194604899999)","AV
(13.349998027000026, 98.53332737400007)"
1,DOT,19,A,SD,Parking for Const Service Center,Parking for Constituent Service Center,Los Angeles,90044,8,,"8461
","S
(36.99999657200004, 127.49999749000006)","VERMONT
Los Angeles, California 90044
(33.953860562000045, -118.29194604899999)","AV
(13.349998027000026, 98.53332737400007)"
1,DGS,19,B,SD,Constituent Service Center - So. Central,,SOUTH CENTRL,90044,8,15000,"8479
","S
(36.99999657200004, 127.49999749000006)","VERMONT
SOUTH CENTRL, California 90044
(33.953860562000045, -118.29194604899999)","AV
(13.349998027000026, 98.53332737400007)"
1,DGS,20,*,ND,WEST VALLEY MUNICIPAL BUILDING,WEST VALLEY MUNICIPAL BUILDING,RESEDA,91335,3,16500,"19040
",,"VANOWEN
RESEDA, California 91335
(34.19384017700003, -118.53935899599998)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,21,*,SD,TENANT: WILMINGTON TEEN CENTER INC,WILMINGTON MUNICIPAL BUILDING,WILMINGTON,90744,15,5400,"612
","W
(31.802379474000077, -97.09166989999994)","E
WILMINGTON, California 90744
(33.783723182000074, -118.26266940199997)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,21,A,SD,WILMINGTON MUNI BLDG,MAIN BUILDING,WILMINGTON,90744,15,5480,"621
","W
(31.802379474000077, -97.09166989999994)","E
WILMINGTON, California 90744
(33.783723182000074, -118.26266940199997)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,22,*,SD,COUNTY OF L.A./CITATION PAYMENT CTR/L A MUNI COURT,WESTCHESTER MUNICIPAL BUILDING,WESTCHESTER,90045,11,,"8710
",,"LINCOLN
WESTCHESTER, California 90045
(33.95318157300005, -118.40109158899998)","AV
(13.349998027000026, 98.53332737400007)"
1,DGS,22,A,SD,WESCHESTER MUNICIPAL BUILDING,,WESTCHESTER,90045,11,,"7166
","W
(31.802379474000077, -97.09166989999994)","MANCHESTER
WESTCHESTER, California 90045
(33.961520807000056, -118.39344972199996)","AV
(13.349998027000026, 98.53332737400007)"
1,LIB,23,*,SD,Historic Junipero Serra Br Lib-Closed,Historic J. Serra Branch Lib-closed for renovation,LOS ANGELES,90037,9,3400,"4255
","S
(36.99999657200004, 127.49999749000006)","OLIVE
LOS ANGELES, California 90037
(34.32414558500005, -118.47226278299996)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,25,*,ND,VALLEY ADMIN. CENTER MALL,VALLEY ADMIN. CENTER MALL,VAN NUYS,91401,11,17805,"14437
",,"ERWIN
VAN NUYS, California 91401
(34.18364629700005, -118.44763072599994)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,25,A,ND,VALLEY ADMIN. CENTER MALL (NEW),MALL IRRIGATION,VAN NUYS,91401,11,0,"6250
",,"VAN NUYS
VAN NUYS, California 91401
(34.17737009200005, -118.44873646199994)","BL
"
1,DGS,25,B,ND,VALLEY ADMIN. CENTER MALL,WATER METER SITE - MALL,VAN NUYS,91401,11,0,"6276
",,"VAN NUYS
VAN NUYS, California 91401
(34.17737009200005, -118.44873646199994)","BL
"
1,DGS,26,*,CC,City Hall Mall,LOS ANGELES MALL-SPACE 10C,LOS ANGELES,90013,9,413,"201
","N
(39.99999921300008, 126.99999930000001)","LOS ANGELES
LOS ANGELES, California 90013
(34.04602247400004, -118.24624962599995)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,26,A,CC,City Hall Mall,,LOS ANGELES,90013,9,413,"201
","N
(39.99999921300008, 126.99999930000001)","LOS ANGELES
LOS ANGELES, California 90013
(34.04602247400004, -118.24624962599995)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,26,B,CC,LOS ANGELES MALL,LEASE SPACES,LOS ANGELES,90012,9,0,"300
","N
(39.99999921300008, 126.99999930000001)","MAIN
LOS ANGELES, California 90012
(34.05948330100006, -118.24204800499996)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,26,C,CC,LOS ANGELES MALL,AUTO PARKING AND MALL,LOS ANGELES,90012,9,0,"245
","N
(39.99999921300008, 126.99999930000001)","LOS ANGELES
LOS ANGELES, California 90012
(34.05948330100006, -118.24204800499996)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,26,D,CC,LOS ANGELES MALL,TRUCK ENTRANCE & LOADING DOCK,LOS ANGELES,90012,9,0,"311
","N
(39.99999921300008, 126.99999930000001)","LOS ANGELES
LOS ANGELES, California 90012
(34.05948330100006, -118.24204800499996)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,26,E,CC,LOS ANGELES MALL,TRUCK ENTRANCE,LOS ANGELES,90012,9,0,"135
","N
(39.99999921300008, 126.99999930000001)","LOS ANGELES
LOS ANGELES, California 90012
(34.05948330100006, -118.24204800499996)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,26,F,CC,LOS ANGELES MALL,FIRE SERVICE,LOS ANGELES,90012,9,0,"325
","N
(39.99999921300008, 126.99999930000001)","LOS ANGELES
LOS ANGELES, California 90012
(34.05948330100006, -118.24204800499996)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,26,G,CC,LOS ANGELES MALL,,LOS ANGELES,90012,9,0,"310
","N
(39.99999921300008, 126.99999930000001)","MAIN
LOS ANGELES, California 90012
(34.05948330100006, -118.24204800499996)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,26,H,CC,City Hall Mall,,LOS ANGELES,90013,9,413,"201
","N
(39.99999921300008, 126.99999930000001)","LOS ANGELES
LOS ANGELES, California 90013
(34.04602247400004, -118.24624962599995)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,26,I,CC,City Hall Mall,,LOS ANGELES,90013,9,413,"201
","N
(39.99999921300008, 126.99999930000001)","LOS ANGELES
LOS ANGELES, California 90013
(34.04602247400004, -118.24624962599995)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,26,J,CC,City Hall Mall,,LOS ANGELES,90013,9,413,"201
","N
(39.99999921300008, 126.99999930000001)","LOS ANGELES
LOS ANGELES, California 90013
(34.04602247400004, -118.24624962599995)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,26,K,CC,City Hall Mall,,LOS ANGELES,90013,9,413,"201
","N
(39.99999921300008, 126.99999930000001)","LOS ANGELES
LOS ANGELES, California 90013
(34.04602247400004, -118.24624962599995)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,26,L,CC,LOS ANGELES MALL,,LOS ANGELES,90012,9,0,"334
","N
(39.99999921300008, 126.99999930000001)","MAIN
LOS ANGELES, California 90012
(34.05948330100006, -118.24204800499996)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,26,M,CC,City Hall Mall,,LOS ANGELES,90013,9,413,"201
","N
(39.99999921300008, 126.99999930000001)","LOS ANGELES
LOS ANGELES, California 90013
(34.04602247400004, -118.24624962599995)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,26,N,CC,City Hall Mall,,LOS ANGELES,90013,9,413,"201
","N
(39.99999921300008, 126.99999930000001)","LOS ANGELES
LOS ANGELES, California 90013
(34.04602247400004, -118.24624962599995)","ST
(10.916668402000028, 38.64999824900008)"
1,VAR,27,*,SD,West LA Municipal Mall Area,,Los Angeles,90025,11,,"11370
",,"SANTA MONICA
Los Angeles, California 90025
(34.05273018500003, -118.43064943199994)","BL
"
1,DGS,28,*,CC,TRIFORIUM,TRIFORIUM,LOS ANGELES,90012,9,0,"316
","N
(39.99999921300008, 126.99999930000001)","MAIN
LOS ANGELES, California 90012
(34.05948330100006, -118.24204800499996)","ST
(10.916668402000028, 38.64999824900008)"
1,VAR,29,*,SD,Allright Parking for 419 and 433 S. Spring St.,,Los Angeles,90013,14,0,"420
","S
(36.99999657200004, 127.49999749000006)","BROADWAY
Los Angeles, California 90013
(34.048808887000064, -118.25002368399998)",
1,DGS,30,T,CD,EL SERENO TEL-COM SITE,TRANSMIT SITE W/TOWER,EL SERENO,90032,14,5000,"4600
",,"CARTER
EL SERENO, California 90032
(34.081512479000025, -118.17678602299998)","DR
"
1,DGS,31,*,ND,TENANT: GEORGE LERNER AND SELMA LERNER,SINCGLE FAMILY RESIDENCE/BOUGHT BY CITY ATTORNEY,PACIF PALSDS,90272,11,2596,"17909
",,"PORTO MARINA
PACIF PALSDS, California 90272
(34.04198467700007, -118.56382773599995)","WY
(43.000235832000044, -107.50089779999996)"
1,DGS,33,*,ND,TENANT: BRUCE L. HINMAN,VEHICLE STORAGE LOT/LAPD ALAMEDA PRKG LOT,LOS ANGELES,90012,1,52200,"901
","N
(39.99999921300008, 126.99999930000001)","MAIN
LOS ANGELES, California 90012
(34.05948330100006, -118.24204800499996)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,34,T,CD,MOUNT WASHINGTON DWP SHARED FACILITY,TRANSMIT SITE W/TWOER,LOS ANGELES,90065,1,150,"4000
",,"GLENALBYN
LOS ANGELES, California 90065
(34.09701972500005, -118.20940713199997)","WY
(43.000235832000044, -107.50089779999996)"
1,DGS,36,*,ND,TENANT: ROBERT HANDLER & NANCY HANDLER,SINGLE FAMILY RESIDENCE,PACIF PALSDS,90272,11,3800,"17853
",,"PORTO MARINA
PACIF PALSDS, California 90272
(34.04198467700007, -118.56382773599995)","WY
(43.000235832000044, -107.50089779999996)"
1,DGS,37,*,CD,7TH ST. CONSOLIDATED FACILITY - Sanitation,,LOS ANGELES,90021,14,0,"2172
","E
(26.582349951000026, 101.71863635200003)","7TH
LOS ANGELES, California 90021
(34.17325324600006, -118.39106499699994)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,37,A,CD,7TH ST. CONSOLIDATED FACILITY - Sanitation,REPAIR BUILDING,LOS ANGELES,90021,14,0,"2172
","E
(26.582349951000026, 101.71863635200003)","7TH
LOS ANGELES, California 90021
(34.17325324600006, -118.39106499699994)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,37,B,CD,7TH ST.CONSOLIDATED FACILITY - Sanit Truck Wash,TRUCK WASH AND FUEL DISPENSING,LOS ANGELES,90021,14,0,"2172
","E
(26.582349951000026, 101.71863635200003)","7TH
LOS ANGELES, California 90021
(34.17325324600006, -118.39106499699994)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,37,C,CD,7TH ST CONSOLIDATED FACIL- Sanitation,ADMIN & CREW BLDG,LOS ANGELES,90021,14,0,"786
","S
(36.99999657200004, 127.49999749000006)","MISSION
LOS ANGELES, California 90021
(34.030124099000034, -118.24177861499999)","RD
(44.15388848100008, 16.289998725000032)"
1,DGS,37,D,CD,7TH ST CONSOLIDATED FACILITY - St. Maint,OFFICE AND WAREHOUSE,LOS ANGELES,90021,14,0,"2222
","E
(26.582349951000026, 101.71863635200003)","7TH
LOS ANGELES, California 90021
(34.17325324600006, -118.39106499699994)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,37,E,CD,7TH ST. CONSOLIDATED FACILITY - GSD,REPAIR SHOP,LOS ANGELES,90021,14,0,"2222
","E
(26.582349951000026, 101.71863635200003)","7TH
LOS ANGELES, California 90021
(34.17325324600006, -118.39106499699994)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,37,F,CD,7TH ST. CONSOLIDATED FACILITY - GSD,STEAM CLEANING BUILDING,LOS ANGELES,90021,14,0,"2222
","E
(26.582349951000026, 101.71863635200003)","7TH
LOS ANGELES, California 90021
(34.17325324600006, -118.39106499699994)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,37,G,CD,7TH ST. CONSOLIDATED FACILITY - GSD Tire Shop,VEHICLE INSPECTION & LUBE CENTER,LOS ANGELES,90021,14,0,"2300
","E
(26.582349951000026, 101.71863635200003)","7TH
LOS ANGELES, California 90021
(34.17325324600006, -118.39106499699994)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,37,H,CD,7TH ST CONSOLIDATED FACILITY - GSD Body Shop,METAL TRADE BUILDING,LOS ANGELES,90021,14,0,"2310
","E
(26.582349951000026, 101.71863635200003)","7TH
LOS ANGELES, California 90021
(34.17325324600006, -118.39106499699994)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,37,I,CD,7TH ST CONSOLIDATED FACILITY - GSD,OFFICE,LOS ANGELES,90021,14,0,"2310
","E
(26.582349951000026, 101.71863635200003)","7TH
LOS ANGELES, California 90021
(34.17325324600006, -118.39106499699994)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,37,J,CD,7TH ST. CONSOLIDATED FACILITY-GSD Office,7TH ST. CONSOLIDATED FACILITY,LOS ANGELES,90021,14,0,"2324
","E
(26.582349951000026, 101.71863635200003)","7TH
LOS ANGELES, California 90021
(34.17325324600006, -118.39106499699994)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,37,K,CD,7TH ST CONSOLIDATED FACILITY - GSD office,OFFICE,LOS ANGELES,90021,14,0,"2310
","E
(26.582349951000026, 101.71863635200003)","7TH
LOS ANGELES, California 90021
(34.17325324600006, -118.39106499699994)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,37,L,CD,7TH ST. CONSOLIDATED FACILITY - GSD,HYDRAULIC LABORATORY BUILDING,LOS ANGELES,90021,14,0,"2310
","E
(26.582349951000026, 101.71863635200003)","7TH
LOS ANGELES, California 90021
(34.17325324600006, -118.39106499699994)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,38,*,SD,DISPATCH OFFICE FLEET SERVICES,,LOS ANGELES,90015,9,,"150
","W
(31.802379474000077, -97.09166989999994)","12TH
LOS ANGELES, California 90015
(34.038544401000024, -118.27571211899999)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,39,*,CD,DOT facility,NORTHEAST MUNICIPAL BUILDING/MAIN BUILDING,LINCOLN HTS,90031,1,19500,"401
","N
(39.99999921300008, 126.99999930000001)","AVENUE 19
LINCOLN HTS, California 90031
(34.068178216000035, -118.21947611799999)",
1,DGS,39,A,CD,Northeast Muni Bldg-Old Lincoln Hts Jail,,LINCOLN HTS,90031,1,20,"419
","N
(39.99999921300008, 126.99999930000001)","AVENUE 19
LINCOLN HTS, California 90031
(34.068178216000035, -118.21947611799999)",
1,DGS,39,B,CD,Northeast Muni Bldg-Old Lincoln Hts Jail,NORTHEAST MUNI BLDG/THEATRE FACILITY,LINCOLN HTS,90031,1,20,"421
","N
(39.99999921300008, 126.99999930000001)","AVENUE 19
LINCOLN HTS, California 90031
(34.068178216000035, -118.21947611799999)",
1,DGS,39,C,CD,Northeast Muni Bldg-Old Lincoln Hts Jail,,LINCOLN HTS,90031,1,20,"411
","N
(39.99999921300008, 126.99999930000001)","AVENUE 19
LINCOLN HTS, California 90031
(34.068178216000035, -118.21947611799999)",
1,DGS,40,*,CD,"TENANT: BARRIO ACTION GROUP, INC",COMMUNITY CENTER/FORMER FIRE STATION #47,EL SERENO,90032,14,15000,"4927
",,"HUNTINGTON
EL SERENO, California 90032
(34.081512479000025, -118.17678602299998)","DR
"
1,DGS,42,*,CD,TENANT: LOS ANGELES MEN'S PLACE INC,DRUG TREATMENT CTR/CPTSAT/WAREHOUSE,LOS ANGELES,90013,14,9000,"527
",,"CROCKER
LOS ANGELES, California 90013
(34.04403779300003, -118.24228975899996)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,43,*,CD,"FIGUEROA PLAZA 3,4, 7-11, POR 1,2,6 P1 FLOORS",LEASED FAC FOR VARIOUS CITY DEPTS,LOS ANGELES,90012,9,185550,"201
","N
(39.99999921300008, 126.99999930000001)","FIGUEROA
LOS ANGELES, California 90012
(34.06724630800005, -118.24365819799999)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,43,P,CD,Parking for Figueroa Plaza tenants at 201 and 221,,Los Angeles,90012,9,,"313
","N
(39.99999921300008, 126.99999930000001)","FIGUEROA
Los Angeles, California 90012
(34.06724630800005, -118.24365819799999)","ST
(10.916668402000028, 38.64999824900008)"
1,VAR,44,*,CD,FIGUEROA PLAZA II,"PLANNING, CON AD, BLDG & SAFETY, DOT",LOS ANGELES,90012,9,133936,"221
","N
(39.99999921300008, 126.99999930000001)","FIGUEROA
LOS ANGELES, California 90012
(34.06724630800005, -118.24365819799999)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,46,*,ND,VARIOUS CITY OFFICES,OFFICE BUILDING,LOS ANGELES,90025,11,13760,"1828
","S
(36.99999657200004, 127.49999749000006)","SAWTELLE
LOS ANGELES, California 90025
(34.044633221000026, -118.44682460699994)","BL
"
1,DGS,47,*,SD,36TH STREET YARD,36TH STREET YARD,LOS ANGELES,90018,10,0,"3330
","W
(31.802379474000077, -97.09166989999994)","36TH
LOS ANGELES, California 90018
(34.273413858000026, -118.57298222099996)","ST
(10.916668402000028, 38.64999824900008)"
1,DGS,47,A,SD,36TH STREET YARD,OFFICE BUILDING,LOS ANGELES,90018,10,0,"3330
","W
(31.802379474000077, -97.09166989999994)","36TH
LOS ANGELES, California 90018
(34.273413858000026, -118.57298222099996)","ST
(10.916668402000028, 38.64999824900008)"
