APN,PROJECT NUMBER,NAME,ADDRESS,SITE_CD,COMMUNITY,COUNCIL DISTRICT,DEVELOPMENT STAGE,CONSTRUCTION TYPE,UNITS,STATUS IN HIMS,(%) OF FUNDS USED,HOUSING TYPE,HCIDLA FUNDED,LEVERAGE,TAX EXEMPT CONDUIT BOND,TDC,PHOTO,JOBS,DEVELOPER,FINISH DATE(YEAR),MANAGEMENT COMPANY,CONTACT PHONE,DATE_STAMP,LONGITUDE,LATITUDE,GPS_COORDS
5119001028,040072,CENTRAL VILLAGE APTS.,1315 E 21ST ST 201-221 CA 90011,1,CENTRAL,9,COMPLETED,NEW CONSTRUCTION,85,COMPLETED,100%,FAMILY,$2762655.00,$21148534.00,$2570000.00,$26481189.00,http://lahd.lacity.org/mpphotos/040072/Photo/Website/CD%209%20-%20Central%20Village.JPG,162,"BEYOND SHELTER HDC,(APP)",2010,"SOLARI ENTERPRISES, INC.",(714) 282-2520,Nov 28 2014  5:25AM,-118.251912344,34.022281432,"(34.022281432, -118.251912344)"
5001024019,060012,MIMMIM TOWN HOMES,5417 S FIGUEROA ST 1-21 CA 90037,1,WEST VERNON,9,COMPLETED,NEW CONSTRUCTION,21,COMPLETED,100%,FAMILY,$945683.00,$6101295.00,$0.00,$7046978.00,http://lahd.lacity.org/mpphotos/060012/Photo/Website/CD%209%20-%20Mimmim%20Townhomes.jpg,48,CENTRAL VALLEY COALITION FOR AFFORDABLE HOUSING,2008,BARKER MANAGEMENT INC.,(323) 465-6611,Nov 28 2014  5:25AM,-118.282981125,33.992554207,"(33.992554207, -118.282981125)"
6040026034,05-117193,LEEWARD APTS.,230 W 88TH PL 1-12 CA 90003,1,VERMONT VISTA,8,COMPLETED,REHAB,-999,COMPLETED,100%,FAMILY,$0.00,$7103994.00,$10208936.00,$17312930.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"HAMPSTEAD PARTNERS, INC.",2006,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.277236986,33.956352338,"(33.956352338, -118.277236986)"
6075020013,05-117193,LEEWARD APTS. (SITE 2),10915 S FIGUEROA ST CA 90044,2,FIGUEROA PARK SQ.,8,COMPLETED,REHAB,-999,COMPLETED,100%,FAMILY,$0.00,$7103994.00,$10208936.00,$17312930.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"HAMPSTEAD PARTNERS, INC.",2006,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.282799121,33.936875316,"(33.936875316, -118.282799121)"
6051028006,05-117193,LEEWARD APTS. (SITE 15),"10510 S AVALON BLVD  LOS ANGELES, CA 90002",15,CENTURY PALMS/COVE,8,COMPLETED,REHAB,-999,COMPLETED,100%,FAMILY,$0.00,$7103994.00,$10208936.00,$17312930.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"HAMPSTEAD PARTNERS, INC.",2006,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.264999937,33.940562377,"(33.940562377, -118.264999937)"
5036023007,05-117193,LEEWARD APTS. (SITE 9),3918 S LA SALLE AVE CA 90062,9,EXPOSITION PARK,8,COMPLETED,REHAB,-999,COMPLETED,100%,FAMILY,$0.00,$7103994.00,$10208936.00,$17312930.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"HAMPSTEAD PARTNERS, INC.",2006,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.305546659,34.013857595,"(34.013857595, -118.305546659)"
5082006029,05-117193,LEEWARD APTS. (SITE 10),1130 S WEST BLVD CA 90019,10,COUNTRY CLUB PARK,10,COMPLETED,REHAB,-999,COMPLETED,100%,FAMILY,$0.00,$7103994.00,$10208936.00,$17312930.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"HAMPSTEAD PARTNERS, INC.",2006,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.331634079,34.053556792,"(34.053556792, -118.331634079)"
6065010050,05-117193,LEEWARD APTS. (SITE 11),"1206 E 105TH ST  LOS ANGELES, CA 90002",11,WATTS,15,COMPLETED,REHAB,-999,COMPLETED,100%,FAMILY,$0.00,$7103994.00,$10208936.00,$17312930.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"HAMPSTEAD PARTNERS, INC.",2006,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.253790249,33.940819028,"(33.940819028, -118.253790249)"
6065010046,05-117193,LEEWARD APTS. (SITE 12),10634 S CENTRAL AVE CA 90002,12,WATTS,15,COMPLETED,REHAB,-999,COMPLETED,100%,FAMILY,$0.00,$7103994.00,$10208936.00,$17312930.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"HAMPSTEAD PARTNERS, INC.",2006,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.253935117,33.939466006,"(33.939466006, -118.253935117)"
6065010054,05-117193,LEEWARD APTS. (SITE 13),10648 S CENTRAL AVE CA 90002,13,WATTS,15,COMPLETED,REHAB,-999,COMPLETED,100%,FAMILY,$0.00,$7103994.00,$10208936.00,$17312930.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"HAMPSTEAD PARTNERS, INC.",2006,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.253937742,33.939162836,"(33.939162836, -118.253937742)"
6030011028,05-117193,LEEWARD APTS. (SITE 14),8318 S MAIN ST CA 90003,14,FLORENCE-FIRESTONE,9,COMPLETED,REHAB,-999,COMPLETED,100%,FAMILY,$0.00,$7103994.00,$10208936.00,$17312930.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"HAMPSTEAD PARTNERS, INC.",2006,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.273706027,33.963221878,"(33.963221878, -118.273706027)"
5135016017,05-117193,LEEWARD APTS. (SITE 3),1134 W 17TH ST 1-28 CA 90015,3,PICO-UNION,1,COMPLETED,REHAB,-999,COMPLETED,100%,FAMILY,$0.00,$7103994.00,$10208936.00,$17312930.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"HAMPSTEAD PARTNERS, INC.",2006,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.280900617,34.040929273,"(34.040929273, -118.280900617)"
5077020016,05-117193,LEEWARD APTS. (SITE 4),2818 W LEEWARD AVE CA 90005,4,WILSHIRE CENTER,1,COMPLETED,REHAB,-999,COMPLETED,100%,FAMILY,$0.00,$7103994.00,$10208936.00,$17312930.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"HAMPSTEAD PARTNERS, INC.",2006,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.28476406,34.058603459,"(34.058603459, -118.28476406)"
5536021016,05-117193,LEEWARD APTS. (SITE 5),5426 W SIERRA VISTA AVE CA 90038,5,MELROSE,13,COMPLETED,REHAB,-999,COMPLETED,100%,FAMILY,$0.00,$7103994.00,$10208936.00,$17312930.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"HAMPSTEAD PARTNERS, INC.",2006,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.310261957,34.089423998,"(34.089423998, -118.310261957)"
5042027012,05-117193,LEEWARD APTS. (SITE 6),1811 W 36TH PL CA 90018,6,EXPOSITION PARK,8,COMPLETED,REHAB,-999,COMPLETED,100%,FAMILY,$0.00,$7103994.00,$10208936.00,$17312930.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"HAMPSTEAD PARTNERS, INC.",2006,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.312307224,34.021980442,"(34.021980442, -118.312307224)"
5050011005,05-117193,LEEWARD APTS. (SITE 7),2809 S WEST BLVD CA 90016,7,CRENSHAW DIST,10,COMPLETED,REHAB,-999,COMPLETED,100%,FAMILY,$0.00,$7103994.00,$10208936.00,$17312930.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"HAMPSTEAD PARTNERS, INC.",2006,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.341824123,34.030712436,"(34.030712436, -118.341824123)"
5050012014,05-117193,LEEWARD APTS. (SITE 8),2828 S WEST BLVD CA 90016,8,CRENSHAW DIST,10,COMPLETED,REHAB,-999,COMPLETED,100%,FAMILY,$0.00,$7103994.00,$10208936.00,$17312930.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"HAMPSTEAD PARTNERS, INC.",2006,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.341559723,34.030150104,"(34.030150104, -118.341559723)"
5538002035,050004,MARIPOSA PLACE APARTMENTS,1050 N MARIPOSA AVE CA 90029,1,E. HOLLYWOOD,13,COMPLETED,NEW CONSTRUCTION,58,COMPLETED,100%,LARGE FAMILY / WAIVER REQUIRED,$3132000.00,$20876307.00,$1532000.00,$25540307.00,http://lahd.lacity.org/mpphotos/050004/Photo/Website/CD%2013%20-%20Mariposa%20Place.JPG,180,"HOLLYWOOD COMMUNITY HOUSING CORP.,",2009,THE JOHN STEWART COMPANY,(213) 833-1860,Nov 28 2014  5:25AM,-118.299057857,34.090525129,"(34.090525129, -118.299057857)"
7417011900,050005,NEW DANA STRAND TOWNHOMES,425 N WILMINGTON BLVD CA 90744,1,WILMINGTON,15,COMPLETED,NEW CONSTRUCTION,116,COMPLETED,100%,FAMILY,$2904285.00,$31786029.00,$2090000.00,$36780314.00,http://lahd.lacity.org/mpphotos/050005/Photo/Website/CD%2015%20-%20New%20Dana%20Strand%20Townhomes.JPG,291,MERCY HOUSING CALIFORNIA,2008,ABODE COMMUNITIES,(213) 225-2772,Nov 28 2014  5:25AM,-118.274476933,33.774830655,"(33.774830655, -118.274476933)"
5408018028,050007,YALE TERRACE,716 N YALE ST 1-55 CA 90012,1,CHINATOWN,1,COMPLETED,NEW CONSTRUCTION,55,COMPLETED,100%,LARGE FAMILY / WAIVER REQUIRED,$2133310.00,$23154000.00,$0.00,$25287310.00,http://lahd.lacity.org/mpphotos/050007/Photo/Website/CD%201%20-%20Yale%20Terrace%20-%20050007.jpg,184,"ADVANCED DEVELOPMENT & INVESTMENT,",2008,BARKER MANAGEMENT COMPANY,(714) 533-3450,Nov 28 2014  5:25AM,-118.241430066,34.061619426,"(34.061619426, -118.241430066)"
2654032001,050008,COLUMBUS PERMANENT,8906 N COLUMBUS AVE 1-6 CA 91343,1,NORTH HILLS,7,COMPLETED,REHAB,6,COMPLETED,100%,SPECIAL NEEDS / FOSTER YOUTH,$557200.00,$466000.00,$250000.00,$1273200.00,http://lahd.lacity.org/mpphotos/050008/Photo/Website/CD%207%20-%20Columbus%20Permanent%20-%20050008.jpg,7,"PENNY LANE CENTERS,",2007,"ABBEY ROAD, INC.",(818) 892-3423,Nov 28 2014  5:25AM,-118.464922709,34.23199519,"(34.23199519, -118.464922709)"
5148025017,050028,ABBEY APARTMENTS,625 S SAN PEDRO ST 1-115 CA 90014,1,WHOLESALE DISTRICT,14,COMPLETED,NEW CONSTRUCTION,115,COMPLETED,100%,SPECIAL NEEDS / DISABILITY,$3500000.00,$23108748.00,$1091000.00,$27699748.00,http://lahd.lacity.org/mpphotos/050028/Photo/Website/CD%209%20-%20Abbey%20Apts.JPG,152,"SKID ROW HOUSING TRUST,",2009,SRHT PROPERTY MANAGEMENT COMPANY,(213) 683-0522 x123,Nov 28 2014  5:25AM,-118.2460297,34.041795796,"(34.041795796, -118.2460297)"
5152007027,050029,CORONITA FAMILY,"204 S LUCAS AVE 1-21  LOS ANGELES, CA 90026",1,TEMPLE-BEAUDRY,1,COMPLETED,ACQUISITION + NEW CONSTRUCTION,21,COMPLETED,100%,FAMILY,$2269560.00,$5680952.00,$0.00,$7950512.00,http://lahd.lacity.org/mpphotos/050029/Photo/Website/coronita204lucas3of511308(PNG).png,47,"META HOUSING CORPORATION,",2008,"SOLARI ENTERPRISES, INC.",(714) 282-2520,Nov 28 2014  5:25AM,-118.260051669,34.060467839,"(34.060467839, -118.260051669)"
2138005006,050030,HART VILLAGE,6941 N OWENSMOUTH AVE CA 91303,1,CANOGA PARK,3,COMPLETED,NEW CONSTRUCTION,47,COMPLETED,100%,LARGE FAMILY / WAIVER REQUIRED,$2538000.00,$16109027.00,$0.00,$18647027.00,http://lahd.lacity.org/mpphotos/050030/Photo/Website/CD%203%20-%20Hart%20Village.jpg,117,ABODE COMMUNITIES PREVIOUSLY KNOWN AS LA COMMUNITY DESIGN CENTER,2008,ABODE COMMUNITIES,(213) 225-2770,Nov 28 2014  5:25AM,-118.601788558,34.196763499,"(34.196763499, -118.601788558)"
2536015225,050033,OSBORNE FAMILY,12360 W OSBORNE ST 1-2 CA 91331,1,PACOIMA,7,COMPLETED,NEW CONSTRUCTION,51,COMPLETED,100%,LARGE FAMILY / WAIVER REQUIRED,$2754000.00,$14999914.00,$0.00,$17753914.00,http://lahd.lacity.org/mpphotos/050033/Photo/Website/CD_7_-_Osborne_Family_Apts..png,107,"DECRO CORPORATION,",2008,FPI MANAGEMENT,(714) 641-5110,Nov 28 2014  5:25AM,-118.402226179,34.261921144,"(34.261921144, -118.402226179)"
5153006024,050035,UNION POINT,420 S UNION DR 1-21 CA 90017,1,WESTLAKE,1,COMPLETED,NEW CONSTRUCTION,21,COMPLETED,100%,LARGE FAMILY / WAIVER REQUIRED,$2334000.00,$5910494.00,$0.00,$8244494.00,http://lahd.lacity.org/mpphotos/050035/Photo/Website/CD%201%20-%20Union%20Point%20Apts.jpg,40,"META HOUSING CORPORATION,",2008,"SOLARI ENTERPRISES, INC.",(714) 282-2520,Nov 28 2014  5:25AM,-118.267689833,34.058442769,"(34.058442769, -118.267689833)"
5153030026,050036,WITMER HEIGHTS,116 S WITMER ST CA 90026,1,TEMPLE-BEAUDRY,13,COMPLETED,NEW CONSTRUCTION,49,COMPLETED,100%,FAMILY,$2846000.00,$10865989.00,$0.00,$13711989.00,http://lahd.lacity.org/mpphotos/050036/Photo/Website/CD%2013%20-%20Witmer%20Heights.jpg,95,"AMERICAN COMMUNITIES, LLC",2008,THE JOHN STEWART COMPANY,(213) 482-9122,Nov 28 2014  5:25AM,-118.260856745,34.061732462,"(34.061732462, -118.260856745)"
2217009015,050055,HFL VANOWEN APARTMENTS,14419 W VANOWEN ST CA 91405,1,VAN NUYS,6,COMPLETED,NEW CONSTRUCTION,25,COMPLETED,100%,SPECIAL NEEDS,$1225000.00,$5917180.00,$0.00,$7142180.00,http://lahd.lacity.org/mpphotos/050055/Photo/Website/CD%206%20-%20HFL%20Vanowen%20Apts.jpg,42,"HFL VANOWEN APARTMENTS,",2009,CARING HOUSING MINISTRIES,(626) 300-2447,Nov 28 2014  5:25AM,-118.447186505,34.194069185,"(34.194069185, -118.447186505)"
5143013029,06-117195,CONCORD APARTMENTS (GRP. A & B),1348 W INGRAHAM ST CA 90017,1,WESTLAKE,1,COMPLETED,REHAB,51,COMPLETED,-999%,FAMILY,$0.00,$7334438.00,$8579256.00,$15913694.00,http://lahd.lacity.org/mpphotos/06-117195/Photo/Website/BONDS%20Concord%20A%20&%20B.png,-999,"1755 EFM 2, LLC",2008,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.268529858,34.053565233,"(34.053565233, -118.268529858)"
5153005027,06-117195,CONCORD APARTMENTS (GRP. A & B) (SITE 2),522 S UNION AVE CA 90017,2,WESTLAKE,1,COMPLETED,REHAB,24,COMPLETED,-999%,FAMILY,$0.00,$7334438.00,$8579256.00,$15913694.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"1755 EFM 2, LLC",2008,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.269335851,34.057834921,"(34.057834921, -118.269335851)"
5141014008,06-117195,CONCORD APARTMENTS (GRP. A & B) (SITE 3),743 S CARONDELET ST CA 90057,3,WESTLAKE,1,COMPLETED,REHAB,18,COMPLETED,-999%,FAMILY,$0.00,$7334438.00,$8579256.00,$15913694.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"1755 EFM 2, LLC",2008,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.281842728,34.057328933,"(34.057328933, -118.281842728)"
5589034026,06-117195,CONCORD APARTMENTS (GRP. A & B) (SITE 4),1801 N ALEXANDRIA AVE CA 90027,4,LOS FELIZ,4,COMPLETED,REHAB,20,COMPLETED,-999%,FAMILY,$0.00,$7334438.00,$8579256.00,$15913694.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"1755 EFM 2, LLC",2008,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.298523115,34.103597018,"(34.103597018, -118.298523115)"
5077027011,06-117195,CONCORD APARTMENTS (GRP. A & B) (SITE 5),2674 W JAMES M WOOD BLVD CA 90006,5,WILSHIRE CENTER,1,COMPLETED,REHAB,12,COMPLETED,-999%,FAMILY,$0.00,$7334438.00,$8579256.00,$15913694.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"1755 EFM 2, LLC",2008,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.286221574,34.05575385,"(34.05575385, -118.286221574)"
5078006025,06-117195,CONCORD APARTMENTS (GRP. A & B) (SITE 6),3030 W SAN MARINO ST CA 90006,6,KOREATOWN,10,COMPLETED,REHAB,25,COMPLETED,-999%,FAMILY,$0.00,$7334438.00,$8579256.00,$15913694.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"1755 EFM 2, LLC",2008,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.295667582,34.054307581,"(34.054307581, -118.295667582)"
5137034009,06-117195,CONCORD APARTMENTS (GRP. A & B) (SITE 7),1682 W 12TH PL CA 90006,7,PICO-UNION,1,COMPLETED,REHAB,18,COMPLETED,-999%,FAMILY,$0.00,$7334438.00,$8579256.00,$15913694.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"1755 EFM 2, LLC",2008,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.279084434,34.046499124,"(34.046499124, -118.279084434)"
5137025004,06-117195,CONCORD APARTMENTS (GRP. A & B) (SITE 8),1546 W 11TH PL CA 90015,8,PICO-UNION,1,COMPLETED,REHAB,16,COMPLETED,-999%,FAMILY,$0.00,$7334438.00,$8579256.00,$15913694.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"1755 EFM 2, LLC",2008,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.2752846,34.046718847,"(34.046718847, -118.2752846)"
5135005008,06-117195,CONCORD APARTMENTS (GRP. A & B) (SITE 9),1350 S BONNIE BRAE ST CA 90006,9,PICO-UNION,1,COMPLETED,REHAB,48,COMPLETED,-999%,FAMILY,$0.00,$7334438.00,$8579256.00,$15913694.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"1755 EFM 2, LLC",2008,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.280662185,34.044590133,"(34.044590133, -118.280662185)"
5055019031,06-117222,WINDWARD APTS (A/B),2131 S HOOVER ST CA 90007,1,WEST ADAMS,8,COMPLETED,REHAB,20,COMPLETED,-999%,FAMILY,$0.00,$7438473.00,$4641342.00,$12079815.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,1755 EFM 2,2007,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.28423595,34.036133028,"(34.036133028, -118.28423595)"
5056030010,06-117222,WINDWARD APTS (A/B) (SITE 2),1514 W 20TH ST CA 90007,2,WEST ADAMS,1,COMPLETED,REHAB,18,COMPLETED,-999%,FAMILY,$0.00,$7438473.00,$4641342.00,$12079815.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,1755 EFM 2,2007,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.289320758,34.038001334,"(34.038001334, -118.289320758)"
6032026027,06-117222,WINDWARD APTS (A/B) (SITE 3),621 W 81ST ST 1-11 CA 90044,3,VERMONT VISTA,8,COMPLETED,REHAB,11,COMPLETED,-999%,FAMILY,$0.00,$7438473.00,$4641342.00,$12079815.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,1755 EFM 2,2007,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.284947254,33.965625144,"(33.965625144, -118.284947254)"
5067008008,06-117222,WINDWARD APTS (A/B) (SITE 4),4817 W SATURN ST CA 90019,4,ST. ELMO VILLAGE,10,COMPLETED,REHAB,6,COMPLETED,-999%,FAMILY,$0.00,$7438473.00,$4641342.00,$12079815.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,1755 EFM 2,2007,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.342170761,34.044285356,"(34.044285356, -118.342170761)"
5050011006,06-117222,WINDWARD APTS (A/B) (SITE 5),2815 S WEST BLVD CA 90016,5,CRENSHAW DIST,10,COMPLETED,REHAB,8,COMPLETED,-999%,FAMILY,$0.00,$7438473.00,$4641342.00,$12079815.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,1755 EFM 2,2007,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.341824814,34.030561301,"(34.030561301, -118.341824814)"
5037009012,06-117222,WINDWARD APTS (A/B) (SITE 6),1253 W 39TH ST CA 90037,6,EXPOSITION PARK,8,COMPLETED,REHAB,20,COMPLETED,-999%,FAMILY,$0.00,$7438473.00,$4641342.00,$12079815.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,1755 EFM 2,2007,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.29914722,34.015628496,"(34.015628496, -118.29914722)"
6031019008,06-117222,WINDWARD APTS (A/B) (SITE 19),120 W 78TH ST 1-4 CA 90003,19,FLORENCE-FIRESTONE,9,COMPLETED,REHAB,4,COMPLETED,-999%,FAMILY,$0.00,$7438473.00,$4641342.00,$12079815.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,1755 EFM 2,2007,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.274792825,33.968772478,"(33.968772478, -118.274792825)"
5058023044,06-117222,WINDWARD APTS (A/B) (SITE 20),2210 S LA SALLE AVE CA 90018,20,WEST ADAMS,8,COMPLETED,REHAB,7,COMPLETED,-999%,FAMILY,$0.00,$7438473.00,$4641342.00,$12079815.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,1755 EFM 2,2007,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.305642804,34.035985163,"(34.035985163, -118.305642804)"
6051030019,06-117222,WINDWARD APTS (A/B) (SITE 13),651 E 108TH ST CA 90002,13,CENTURY PALMS/COVE,8,COMPLETED,REHAB,6,COMPLETED,-999%,FAMILY,$0.00,$7438473.00,$4641342.00,$12079815.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,1755 EFM 2,2007,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.2633669,33.938441587,"(33.938441587, -118.2633669)"
6071001013,06-117222,WINDWARD APTS (A/B) (SITE 14),636 E 108TH ST 1-4 CA 90059,14,CENTURY PALMS/COVE,8,COMPLETED,REHAB,8,COMPLETED,-999%,FAMILY,$0.00,$7438473.00,$4641342.00,$12079815.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,1755 EFM 2,2007,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.263739955,33.938173722,"(33.938173722, -118.263739955)"
6022020032,06-117222,WINDWARD APTS (A/B) (SITE 15),7512 S SAN PEDRO ST 1-4 CA 90003,15,FLORENCE-FIRESTONE,9,COMPLETED,REHAB,24,COMPLETED,-999%,FAMILY,$0.00,$7438473.00,$4641342.00,$12079815.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,1755 EFM 2,2007,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.269357114,33.971673846,"(33.971673846, -118.269357114)"
6053015041,06-117222,WINDWARD APTS (A/B) (SITE 16),111 W 99TH ST 1-4 CA 90003,16,VERMONT VISTA,8,COMPLETED,REHAB,4,COMPLETED,-999%,FAMILY,$0.00,$7438473.00,$4641342.00,$12079815.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,1755 EFM 2,2007,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.274604367,33.946582316,"(33.946582316, -118.274604367)"
6041015033,06-117222,WINDWARD APTS (A/B) (SITE 17),219 E 87TH PL CA 90003,17,GREEN MEADOWS,9,COMPLETED,REHAB,4,COMPLETED,-999%,FAMILY,$0.00,$7438473.00,$4641342.00,$12079815.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,1755 EFM 2,2007,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.270948036,33.958165903,"(33.958165903, -118.270948036)"
6032020018,06-117222,WINDWARD APTS (A/B) (SITE 18),621 W 84TH ST 1-5 CA 90044,18,VERMONT VISTA,8,COMPLETED,REHAB,5,COMPLETED,-999%,FAMILY,$0.00,$7438473.00,$4641342.00,$12079815.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,1755 EFM 2,2007,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.284830831,33.962266217,"(33.962266217, -118.284830831)"
5036012028,06-117222,WINDWARD APTS (A/B) (SITE 7),3881 S DENKER AVE CA 90062,7,EXPOSITION PARK,8,COMPLETED,REHAB,16,COMPLETED,-999%,FAMILY,$0.00,$7438473.00,$4641342.00,$12079815.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,1755 EFM 2,2007,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.304659475,34.014931874,"(34.014931874, -118.304659475)"
5054006007,06-117222,WINDWARD APTS (A/B) (SITE 8),2730 S NORMANDIE AVE CA 90007,8,ADAMS-NORMANDIE,8,COMPLETED,REHAB,14,COMPLETED,-999%,FAMILY,$0.00,$7438473.00,$4641342.00,$12079815.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,1755 EFM 2,2007,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.300071472,34.029957199,"(34.029957199, -118.300071472)"
